"","lab2","population","chill","photo","force","flask","species","tbb","nl","latbb80","latbb50","latbb1","treatment"
"1430","sm.HC.HP.HF.7.riblac.1","sm","HC","HP","HF",7,"riblac",13,1,NA,26,13,"HC.HP.HF"
"1431","sm.HC.HP.HF.7.shecan.1","sm","HC","HP","HF",7,"shecan",16,1,26,26,16,"HC.HP.HF"
"1432","sm.HC.HP.HF.7.vacmem.1","sm","HC","HP","HF",7,"vacmem",10,1,NA,19,10,"HC.HP.HF"
"1433","sm.HC.HP.HF.8.amealn.1","sm","HC","HP","HF",8,"amealn",7,1,25,13,10,"HC.HP.HF"
"1434","sm.HC.HP.HF.8.betpap.1","sm","HC","HP","HF",8,"betpap",19,1,23,19,19,"HC.HP.HF"
"1435","sm.HC.HP.HF.8.poptre.1","sm","HC","HP","HF",8,"poptre",31,1,31,31,31,"HC.HP.HF"
"1436","sm.HC.HP.HF.9.acegla.1","sm","HC","HP","HF",9,"acegla",16,1,NA,NA,NA,"HC.HP.HF"
"1437","sm.HC.HP.HF.9.sorsco.1","sm","HC","HP","HF",9,"sorsco",13,1,NA,NA,NA,"HC.HP.HF"
"1438","sm.HC.HP.HF.9.spipyr.1","sm","HC","HP","HF",9,"spipyr",10,1,40,13,10,"HC.HP.HF"
"1439","sm.HC.HP.LF.1.amealn.1","sm","HC","HP","LF",1,"amealn",13,1,22,16,13,"HC.HP.LF"
"1440","sm.HC.HP.LF.1.corsto.1","sm","HC","HP","LF",1,"corsto",16,1,NA,16,16,"HC.HP.LF"
"1441","sm.HC.HP.LF.1.sorsco.1","sm","HC","HP","LF",1,"sorsco",0,1,NA,NA,10,"HC.HP.LF"
"1442","sm.HC.HP.LF.1.symalb.1","sm","HC","HP","LF",1,"symalb",33,1,36,36,33,"HC.HP.LF"
"1443","sm.HC.HP.LF.10.amealn.1","sm","HC","HP","LF",10,"amealn",10,1,13,13,13,"HC.HP.LF"
"1444","sm.HC.HP.LF.10.rubpar.1","sm","HC","HP","LF",10,"rubpar",36,1,NA,39,36,"HC.HP.LF"
"1445","sm.HC.HP.LF.10.shecan.1","sm","HC","HP","LF",10,"shecan",36,1,NA,NA,36,"HC.HP.LF"
"1446","sm.HC.HP.LF.10.vibedu.1","sm","HC","HP","LF",10,"vibedu",0,1,NA,20,0,"HC.HP.LF"
"1447","sm.HC.HP.LF.11.betpap.1","sm","HC","HP","LF",11,"betpap",27,1,27,27,27,"HC.HP.LF"
"1448","sm.HC.HP.LF.11.riblac.1","sm","HC","HP","LF",11,"riblac",16,1,NA,20,16,"HC.HP.LF"
"1449","sm.HC.HP.LF.11.vibedu.1","sm","HC","HP","LF",11,"vibedu",4,1,NA,NA,NA,"HC.HP.LF"
"1450","sm.HC.HP.LF.12.popbal.1","sm","HC","HP","LF",12,"popbal",34,1,NA,NA,NA,"HC.HP.LF"
"1451","sm.HC.HP.LF.12.poptre.1","sm","HC","HP","LF",12,"poptre",24,1,NA,NA,NA,"HC.HP.LF"
"1452","sm.HC.HP.LF.12.shecan.1","sm","HC","HP","LF",12,"shecan",30,1,61,49,30,"HC.HP.LF"
"1453","sm.HC.HP.LF.13.acegla.1","sm","HC","HP","LF",13,"acegla",76,1,NA,NA,76,"HC.HP.LF"
"1454","sm.HC.HP.LF.13.amealn.1","sm","HC","HP","LF",13,"amealn",7,1,10,10,7,"HC.HP.LF"
"1455","sm.HC.HP.LF.13.betpap.1","sm","HC","HP","LF",13,"betpap",24,1,24,24,24,"HC.HP.LF"
"1456","sm.HC.HP.LF.13.sorsco.1","sm","HC","HP","LF",13,"sorsco",7,1,27,27,27,"HC.HP.LF"
"1457","sm.HC.HP.LF.14.amealn.1","sm","HC","HP","LF",14,"amealn",13,1,20,20,16,"HC.HP.LF"
"1458","sm.HC.HP.LF.14.amealn.2","sm","HC","HP","LF",14,"amealn",13,1,NA,39,13,"HC.HP.LF"
"1459","sm.HC.HP.LF.14.betpap.1","sm","HC","HP","LF",14,"betpap",23,1,23,23,23,"HC.HP.LF"
"1460","sm.HC.HP.LF.14.poptre.1","sm","HC","HP","LF",14,"poptre",43,1,NA,NA,NA,"HC.HP.LF"
"1461","sm.HC.HP.LF.15.alnvir.1","sm","HC","HP","LF",15,"alnvir",34,1,36,36,34,"HC.HP.LF"
"1462","sm.HC.HP.LF.15.corsto.1","sm","HC","HP","LF",15,"corsto",20,1,24,24,20,"HC.HP.LF"
"1463","sm.HC.HP.LF.15.menfer.1","sm","HC","HP","LF",15,"menfer",36,1,NA,NA,36,"HC.HP.LF"
"1464","sm.HC.HP.LF.15.vibedu.1","sm","HC","HP","LF",15,"vibedu",7,1,13,13,7,"HC.HP.LF"
"1465","sm.HC.HP.LF.16.alnvir.1","sm","HC","HP","LF",16,"alnvir",36,1,NA,NA,42,"HC.HP.LF"
"1466","sm.HC.HP.LF.16.loninv.1","sm","HC","HP","LF",16,"loninv",13,1,NA,NA,NA,"HC.HP.LF"
"1467","sm.HC.HP.LF.16.loninv.2","sm","HC","HP","LF",16,"loninv",20,1,NA,NA,20,"HC.HP.LF"
"1468","sm.HC.HP.LF.16.vacmem.1","sm","HC","HP","LF",16,"vacmem",24,1,NA,NA,24,"HC.HP.LF"
"1469","sm.HC.HP.LF.17.acegla.1","sm","HC","HP","LF",17,"acegla",27,1,42,30,27,"HC.HP.LF"
"1470","sm.HC.HP.LF.17.alnvir.1","sm","HC","HP","LF",17,"alnvir",24,1,33,33,24,"HC.HP.LF"
"1471","sm.HC.HP.LF.17.spipyr.1","sm","HC","HP","LF",17,"spipyr",20,1,36,20,20,"HC.HP.LF"
"1472","sm.HC.HP.LF.17.vacmem.1","sm","HC","HP","LF",17,"vacmem",13,1,NA,30,13,"HC.HP.LF"
"1473","sm.HC.HP.LF.18.acegla.1","sm","HC","HP","LF",18,"acegla",20,1,49,39,22,"HC.HP.LF"
"1474","sm.HC.HP.LF.18.corsto.1","sm","HC","HP","LF",18,"corsto",20,1,NA,NA,20,"HC.HP.LF"
"1475","sm.HC.HP.LF.18.symalb.1","sm","HC","HP","LF",18,"symalb",20,1,NA,34,20,"HC.HP.LF"
"1476","sm.HC.HP.LF.18.vacmem.1","sm","HC","HP","LF",18,"vacmem",22,1,NA,NA,22,"HC.HP.LF"
"1477","sm.HC.HP.LF.19.amealn.1","sm","HC","HP","LF",19,"amealn",13,1,NA,NA,24,"HC.HP.LF"
"1478","sm.HC.HP.LF.19.shecan.1","sm","HC","HP","LF",19,"shecan",0,1,43,33,20,"HC.HP.LF"
"1479","sm.HC.HP.LF.19.sorsco.1","sm","HC","HP","LF",19,"sorsco",16,1,NA,NA,NA,"HC.HP.LF"
"1480","sm.HC.HP.LF.19.spibet.1","sm","HC","HP","LF",19,"spibet",20,1,NA,NA,NA,"HC.HP.LF"
"1481","sm.HC.HP.LF.2.acegla.1","sm","HC","HP","LF",2,"acegla",42,1,NA,55,42,"HC.HP.LF"
"1482","sm.HC.HP.LF.2.alninc.1","sm","HC","HP","LF",2,"alninc",33,1,39,39,36,"HC.HP.LF"
"1483","sm.HC.HP.LF.2.alninc.2","sm","HC","HP","LF",2,"alninc",33,1,36,36,33,"HC.HP.LF"
"1484","sm.HC.HP.LF.2.loninv.1","sm","HC","HP","LF",2,"loninv",4,1,NA,NA,NA,"HC.HP.LF"
"1485","sm.HC.HP.LF.20.acegla.1","sm","HC","HP","LF",20,"acegla",33,1,NA,NA,NA,"HC.HP.LF"
"1486","sm.HC.HP.LF.20.popbal.1","sm","HC","HP","LF",20,"popbal",20,1,20,20,20,"HC.HP.LF"
"1487","sm.HC.HP.LF.20.popbal.2","sm","HC","HP","LF",20,"popbal",20,1,NA,NA,NA,"HC.HP.LF"
"1488","sm.HC.HP.LF.20.symalb.1","sm","HC","HP","LF",20,"symalb",20,1,NA,39,20,"HC.HP.LF"
"1489","sm.HC.HP.LF.21.acegla.1","sm","HC","HP","LF",21,"acegla",27,1,NA,NA,NA,"HC.HP.LF"
"1490","sm.HC.HP.LF.21.popbal.1","sm","HC","HP","LF",21,"popbal",24,1,NA,NA,NA,"HC.HP.LF"
"1491","sm.HC.HP.LF.21.spibet.1","sm","HC","HP","LF",21,"spibet",17,1,NA,NA,17,"HC.HP.LF"
"1492","sm.HC.HP.LF.21.vibedu.1","sm","HC","HP","LF",21,"vibedu",9,1,NA,17,9,"HC.HP.LF"
"1493","sm.HC.HP.LF.22.menfer.1","sm","HC","HP","LF",22,"menfer",70,1,NA,NA,70,"HC.HP.LF"
"1494","sm.HC.HP.LF.22.menfer.2","sm","HC","HP","LF",22,"menfer",30,1,NA,NA,30,"HC.HP.LF"
"1495","sm.HC.HP.LF.22.symalb.1","sm","HC","HP","LF",22,"symalb",24,1,43,39,24,"HC.HP.LF"
"1496","sm.HC.HP.LF.22.vacmem.1","sm","HC","HP","LF",22,"vacmem",24,1,NA,NA,24,"HC.HP.LF"
"1497","sm.HC.HP.LF.23.betpap.1","sm","HC","HP","LF",23,"betpap",20,1,20,20,20,"HC.HP.LF"
"1498","sm.HC.HP.LF.23.riblac.1","sm","HC","HP","LF",23,"riblac",20,1,NA,43,20,"HC.HP.LF"
"1499","sm.HC.HP.LF.23.rubpar.1","sm","HC","HP","LF",23,"rubpar",27,1,NA,27,27,"HC.HP.LF"
"1500","sm.HC.HP.LF.23.symalb.1","sm","HC","HP","LF",23,"symalb",27,1,NA,33,27,"HC.HP.LF"
"1501","sm.HC.HP.LF.24.acegla.1","sm","HC","HP","LF",24,"acegla",27,1,42,42,30,"HC.HP.LF"
"1502","sm.HC.HP.LF.24.menfer.1","sm","HC","HP","LF",24,"menfer",73,1,NA,NA,73,"HC.HP.LF"
"1503","sm.HC.HP.LF.24.popbal.1","sm","HC","HP","LF",24,"popbal",27,1,34,34,34,"HC.HP.LF"
"1504","sm.HC.HP.LF.25.acegla.1","sm","HC","HP","LF",25,"acegla",17,1,39,36,17,"HC.HP.LF"
"1505","sm.HC.HP.LF.25.betpap.1","sm","HC","HP","LF",25,"betpap",23,1,27,23,23,"HC.HP.LF"
"1506","sm.HC.HP.LF.25.corsto.1","sm","HC","HP","LF",25,"corsto",12,1,17,17,12,"HC.HP.LF"
"1507","sm.HC.HP.LF.25.vibedu.1","sm","HC","HP","LF",25,"vibedu",3,1,NA,36,3,"HC.HP.LF"
"1508","sm.HC.HP.LF.26.alninc.1","sm","HC","HP","LF",26,"alninc",30,1,36,33,33,"HC.HP.LF"
"1509","sm.HC.HP.LF.26.alnvir.1","sm","HC","HP","LF",26,"alnvir",33,1,36,36,33,"HC.HP.LF"
"1510","sm.HC.HP.LF.26.menfer.1","sm","HC","HP","LF",26,"menfer",84,1,NA,NA,84,"HC.HP.LF"
"1511","sm.HC.HP.LF.26.popbal.1","sm","HC","HP","LF",26,"popbal",27,1,NA,NA,NA,"HC.HP.LF"
"1512","sm.HC.HP.LF.27.alninc.1","sm","HC","HP","LF",27,"alninc",20,1,30,23,20,"HC.HP.LF"
"1513","sm.HC.HP.LF.27.corsto.1","sm","HC","HP","LF",27,"corsto",16,1,16,16,16,"HC.HP.LF"
"1514","sm.HC.HP.LF.27.poptre.1","sm","HC","HP","LF",27,"poptre",36,1,82,36,36,"HC.HP.LF"
"1515","sm.HC.HP.LF.27.symalb.1","sm","HC","HP","LF",27,"symalb",20,1,27,23,20,"HC.HP.LF"
"1516","sm.HC.HP.LF.28.corsto.1","sm","HC","HP","LF",28,"corsto",13,1,13,13,13,"HC.HP.LF"
"1517","sm.HC.HP.LF.28.loninv.1","sm","HC","HP","LF",28,"loninv",13,1,30,20,13,"HC.HP.LF"
"1518","sm.HC.HP.LF.28.loninv.2","sm","HC","HP","LF",28,"loninv",20,1,20,20,20,"HC.HP.LF"
"1519","sm.HC.HP.LF.28.rubpar.1","sm","HC","HP","LF",28,"rubpar",27,1,NA,33,27,"HC.HP.LF"
"1520","sm.HC.HP.LF.29.poptre.1","sm","HC","HP","LF",29,"poptre",5,1,NA,5,5,"HC.HP.LF"
"1521","sm.HC.HP.LF.29.shecan.1","sm","HC","HP","LF",29,"shecan",22,1,39,30,22,"HC.HP.LF"
"1522","sm.HC.HP.LF.29.spipyr.1","sm","HC","HP","LF",29,"spipyr",12,1,NA,NA,12,"HC.HP.LF"
"1523","sm.HC.HP.LF.29.vibedu.1","sm","HC","HP","LF",29,"vibedu",7,1,7,7,7,"HC.HP.LF"
"1524","sm.HC.HP.LF.3.betpap.1","sm","HC","HP","LF",3,"betpap",33,1,NA,NA,NA,"HC.HP.LF"
"1525","sm.HC.HP.LF.3.shecan.1","sm","HC","HP","LF",3,"shecan",30,1,46,42,30,"HC.HP.LF"
"1526","sm.HC.HP.LF.3.vacmem.1","sm","HC","HP","LF",3,"vacmem",20,1,NA,NA,20,"HC.HP.LF"
"1527","sm.HC.HP.LF.30.corsto.1","sm","HC","HP","LF",30,"corsto",13,1,16,13,13,"HC.HP.LF"
"1528","sm.HC.HP.LF.30.poptre.1","sm","HC","HP","LF",30,"poptre",NA,0,NA,NA,NA,"HC.HP.LF"
"1529","sm.HC.HP.LF.30.rubpar.1","sm","HC","HP","LF",30,"rubpar",22,1,NA,30,22,"HC.HP.LF"
"1530","sm.HC.HP.LF.30.spipyr.1","sm","HC","HP","LF",30,"spipyr",10,1,NA,43,10,"HC.HP.LF"
"1531","sm.HC.HP.LF.31.alninc.1","sm","HC","HP","LF",31,"alninc",23,1,33,27,27,"HC.HP.LF"
"1532","sm.HC.HP.LF.31.loninv.1","sm","HC","HP","LF",31,"loninv",0,1,NA,23,0,"HC.HP.LF"
"1533","sm.HC.HP.LF.31.menfer.1","sm","HC","HP","LF",31,"menfer",49,1,NA,61,49,"HC.HP.LF"
"1534","sm.HC.HP.LF.31.rubpar.1","sm","HC","HP","LF",31,"rubpar",20,1,30,30,30,"HC.HP.LF"
"1535","sm.HC.HP.LF.32.alnvir.1","sm","HC","HP","LF",32,"alnvir",27,1,NA,49,30,"HC.HP.LF"
"1536","sm.HC.HP.LF.32.riblac.1","sm","HC","HP","LF",32,"riblac",0,1,84,49,20,"HC.HP.LF"
"1537","sm.HC.HP.LF.32.sorsco.1","sm","HC","HP","LF",32,"sorsco",7,1,NA,NA,NA,"HC.HP.LF"
"1538","sm.HC.HP.LF.32.vacmem.1","sm","HC","HP","LF",32,"vacmem",20,1,NA,30,20,"HC.HP.LF"
"1539","sm.HC.HP.LF.33.popbal.1","sm","HC","HP","LF",33,"popbal",24,1,NA,30,27,"HC.HP.LF"
"1540","sm.HC.HP.LF.33.spipyr.1","sm","HC","HP","LF",33,"spipyr",10,1,10,10,10,"HC.HP.LF"
"1541","sm.HC.HP.LF.34.riblac.1","sm","HC","HP","LF",34,"riblac",17,1,NA,36,20,"HC.HP.LF"
"1542","sm.HC.HP.LF.34.spipyr.1","sm","HC","HP","LF",34,"spipyr",13,1,NA,NA,13,"HC.HP.LF"
"1543","sm.HC.HP.LF.34.symalb.1","sm","HC","HP","LF",34,"symalb",33,1,NA,NA,33,"HC.HP.LF"
"1544","sm.HC.HP.LF.35.alnvir.1","sm","HC","HP","LF",35,"alnvir",27,1,27,27,27,"HC.HP.LF"
"1545","sm.HC.HP.LF.35.riblac.1","sm","HC","HP","LF",35,"riblac",30,1,NA,NA,36,"HC.HP.LF"
"1546","sm.HC.HP.LF.35.spibet.1","sm","HC","HP","LF",35,"spibet",13,1,NA,84,13,"HC.HP.LF"
"1547","sm.HC.HP.LF.36.amealn.1","sm","HC","HP","LF",36,"amealn",7,1,27,12,7,"HC.HP.LF"
"1548","sm.HC.HP.LF.36.sorsco.1","sm","HC","HP","LF",36,"sorsco",5,1,NA,NA,27,"HC.HP.LF"
"1549","sm.HC.HP.LF.36.spipyr.1","sm","HC","HP","LF",36,"spipyr",17,1,NA,NA,17,"HC.HP.LF"
"1550","sm.HC.HP.LF.36.spipyr.2","sm","HC","HP","LF",36,"spipyr",24,1,NA,NA,24,"HC.HP.LF"
"1551","sm.HC.HP.LF.37.amealn.1","sm","HC","HP","LF",37,"amealn",12,1,20,17,12,"HC.HP.LF"
"1552","sm.HC.HP.LF.37.poptre.1","sm","HC","HP","LF",37,"poptre",27,1,30,30,30,"HC.HP.LF"
"1553","sm.HC.HP.LF.37.shecan.1","sm","HC","HP","LF",37,"shecan",27,1,39,27,27,"HC.HP.LF"
"1554","sm.HC.HP.LF.37.vibedu.1","sm","HC","HP","LF",37,"vibedu",4,1,27,9,4,"HC.HP.LF"
"1555","sm.HC.HP.LF.38.alninc.1","sm","HC","HP","LF",38,"alninc",27,1,30,30,27,"HC.HP.LF"
"1556","sm.HC.HP.LF.38.alnvir.1","sm","HC","HP","LF",38,"alnvir",49,1,76,55,49,"HC.HP.LF"
"1557","sm.HC.HP.LF.38.riblac.1","sm","HC","HP","LF",38,"riblac",20,1,NA,49,23,"HC.HP.LF"
"1558","sm.HC.HP.LF.38.riblac.2","sm","HC","HP","LF",38,"riblac",27,1,NA,39,27,"HC.HP.LF"
"1559","sm.HC.HP.LF.39.loninv.1","sm","HC","HP","LF",39,"loninv",13,1,20,13,13,"HC.HP.LF"
"1560","sm.HC.HP.LF.39.rubpar.1","sm","HC","HP","LF",39,"rubpar",17,1,NA,30,17,"HC.HP.LF"
"1561","sm.HC.HP.LF.39.symalb.1","sm","HC","HP","LF",39,"symalb",17,1,NA,24,17,"HC.HP.LF"
"1562","sm.HC.HP.LF.4.alninc.1","sm","HC","HP","LF",4,"alninc",24,1,33,27,24,"HC.HP.LF"
"1563","sm.HC.HP.LF.4.poptre.1","sm","HC","HP","LF",4,"poptre",27,1,NA,30,30,"HC.HP.LF"
"1564","sm.HC.HP.LF.4.rubpar.1","sm","HC","HP","LF",4,"rubpar",24,1,NA,27,24,"HC.HP.LF"
"1565","sm.HC.HP.LF.4.sorsco.1","sm","HC","HP","LF",4,"sorsco",16,1,NA,NA,30,"HC.HP.LF"
"1566","sm.HC.HP.LF.40.alninc.1","sm","HC","HP","LF",40,"alninc",20,1,20,20,20,"HC.HP.LF"
"1567","sm.HC.HP.LF.40.alnvir.1","sm","HC","HP","LF",40,"alnvir",27,1,39,39,36,"HC.HP.LF"
"1568","sm.HC.HP.LF.40.spibet.1","sm","HC","HP","LF",40,"spibet",20,1,20,20,20,"HC.HP.LF"
"1569","sm.HC.HP.LF.40.vacmem.1","sm","HC","HP","LF",40,"vacmem",NA,0,NA,NA,NA,"HC.HP.LF"
"1570","sm.HC.HP.LF.5.loninv.1","sm","HC","HP","LF",5,"loninv",4,1,NA,NA,7,"HC.HP.LF"
"1571","sm.HC.HP.LF.5.popbal.1","sm","HC","HP","LF",5,"popbal",27,1,NA,NA,NA,"HC.HP.LF"
"1572","sm.HC.HP.LF.5.rubpar.1","sm","HC","HP","LF",5,"rubpar",NA,0,NA,NA,NA,"HC.HP.LF"
"1573","sm.HC.HP.LF.5.spibet.1","sm","HC","HP","LF",5,"spibet",13,1,NA,13,13,"HC.HP.LF"
"1574","sm.HC.HP.LF.6.betpap.1","sm","HC","HP","LF",6,"betpap",24,1,24,24,24,"HC.HP.LF"
"1575","sm.HC.HP.LF.6.corsto.1","sm","HC","HP","LF",6,"corsto",13,1,13,13,13,"HC.HP.LF"
"1576","sm.HC.HP.LF.6.vibedu.1","sm","HC","HP","LF",6,"vibedu",4,1,NA,9,4,"HC.HP.LF"
"1577","sm.HC.HP.LF.7.menfer.1","sm","HC","HP","LF",7,"menfer",33,1,70,52,33,"HC.HP.LF"
"1578","sm.HC.HP.LF.7.spibet.1","sm","HC","HP","LF",7,"spibet",20,1,27,27,27,"HC.HP.LF"
"1579","sm.HC.HP.LF.7.spipyr.1","sm","HC","HP","LF",7,"spipyr",13,1,39,13,13,"HC.HP.LF"
"1580","sm.HC.HP.LF.7.vacmem.1","sm","HC","HP","LF",7,"vacmem",20,1,33,22,20,"HC.HP.LF"
"1581","sm.HC.HP.LF.8.betpap.1","sm","HC","HP","LF",8,"betpap",36,1,NA,NA,NA,"HC.HP.LF"
"1582","sm.HC.HP.LF.8.riblac.1","sm","HC","HP","LF",8,"riblac",16,1,58,20,16,"HC.HP.LF"
"1583","sm.HC.HP.LF.8.spibet.1","sm","HC","HP","LF",8,"spibet",10,1,NA,20,10,"HC.HP.LF"
"1584","sm.HC.HP.LF.9.menfer.1","sm","HC","HP","LF",9,"menfer",42,1,NA,55,42,"HC.HP.LF"
"1585","sm.HC.HP.LF.9.poptre.1","sm","HC","HP","LF",9,"poptre",36,1,36,36,36,"HC.HP.LF"
"1586","sm.HC.HP.LF.9.shecan.1","sm","HC","HP","LF",9,"shecan",13,1,27,24,24,"HC.HP.LF"
"1587","sm.HC.HP.LF.9.spibet.1","sm","HC","HP","LF",9,"spibet",10,1,NA,NA,10,"HC.HP.LF"
"1588","sm.HC.LP.HF.1.menfer.1","sm","HC","LP","HF",1,"menfer",34,1,NA,51,34,"HC.LP.HF"
"1589","sm.HC.LP.HF.1.shecan.1","sm","HC","LP","HF",1,"shecan",13,1,19,16,13,"HC.LP.HF"
"1590","sm.HC.LP.HF.1.spipyr.1","sm","HC","LP","HF",1,"spipyr",10,1,NA,10,10,"HC.LP.HF"
"1591","sm.HC.LP.HF.1.vibedu.1","sm","HC","LP","HF",1,"vibedu",5,1,NA,7,5,"HC.LP.HF"
"1592","sm.HC.LP.HF.10.menfer.1","sm","HC","LP","HF",10,"menfer",34,1,NA,60,34,"HC.LP.HF"
"1593","sm.HC.LP.HF.10.spibet.1","sm","HC","LP","HF",10,"spibet",12,1,12,12,12,"HC.LP.HF"
"1594","sm.HC.LP.HF.10.vacmem.1","sm","HC","LP","HF",10,"vacmem",13,1,NA,NA,13,"HC.LP.HF"
"1595","sm.HC.LP.HF.11.alnvir.1","sm","HC","LP","HF",11,"alnvir",42,1,54,54,54,"HC.LP.HF"
"1596","sm.HC.LP.HF.11.corsto.1","sm","HC","LP","HF",11,"corsto",17,1,NA,23,17,"HC.LP.HF"
"1597","sm.HC.LP.HF.11.riblac.1","sm","HC","LP","HF",11,"riblac",13,1,NA,34,13,"HC.LP.HF"
"1598","sm.HC.LP.HF.11.vibedu.1","sm","HC","LP","HF",11,"vibedu",0,1,NA,NA,4,"HC.LP.HF"
"1599","sm.HC.LP.HF.12.amealn.1","sm","HC","LP","HF",12,"amealn",7,1,19,19,7,"HC.LP.HF"
"1600","sm.HC.LP.HF.12.corsto.1","sm","HC","LP","HF",12,"corsto",13,1,NA,19,16,"HC.LP.HF"
"1601","sm.HC.LP.HF.12.loninv.1","sm","HC","LP","HF",12,"loninv",7,1,NA,7,7,"HC.LP.HF"
"1602","sm.HC.LP.HF.12.shecan.1","sm","HC","LP","HF",12,"shecan",19,1,48,28,19,"HC.LP.HF"
"1603","sm.HC.LP.HF.12.symalb.1","sm","HC","LP","HF",12,"symalb",23,1,NA,NA,23,"HC.LP.HF"
"1604","sm.HC.LP.HF.13.alninc.1","sm","HC","LP","HF",13,"alninc",19,1,23,23,19,"HC.LP.HF"
"1605","sm.HC.LP.HF.13.corsto.1","sm","HC","LP","HF",13,"corsto",10,1,10,10,10,"HC.LP.HF"
"1606","sm.HC.LP.HF.13.popbal.1","sm","HC","LP","HF",13,"popbal",19,1,23,19,19,"HC.LP.HF"
"1607","sm.HC.LP.HF.14.alnvir.1","sm","HC","LP","HF",14,"alnvir",31,1,NA,NA,31,"HC.LP.HF"
"1608","sm.HC.LP.HF.14.rubpar.1","sm","HC","LP","HF",14,"rubpar",10,1,10,10,10,"HC.LP.HF"
"1609","sm.HC.LP.HF.14.sorsco.1","sm","HC","LP","HF",14,"sorsco",5,1,13,13,13,"HC.LP.HF"
"1610","sm.HC.LP.HF.14.vibedu.1","sm","HC","LP","HF",14,"vibedu",5,1,5,5,5,"HC.LP.HF"
"1611","sm.HC.LP.HF.15.betpap.1","sm","HC","LP","HF",15,"betpap",26,1,NA,NA,NA,"HC.LP.HF"
"1612","sm.HC.LP.HF.15.poptre.1","sm","HC","LP","HF",15,"poptre",23,1,NA,NA,NA,"HC.LP.HF"
"1613","sm.HC.LP.HF.15.symalb.1","sm","HC","LP","HF",15,"symalb",28,1,28,28,28,"HC.LP.HF"
"1614","sm.HC.LP.HF.15.symalb.2","sm","HC","LP","HF",15,"symalb",13,1,20,13,13,"HC.LP.HF"
"1615","sm.HC.LP.HF.16.corsto.1","sm","HC","LP","HF",16,"corsto",8,1,10,8,8,"HC.LP.HF"
"1616","sm.HC.LP.HF.16.shecan.1","sm","HC","LP","HF",16,"shecan",7,1,NA,NA,42,"HC.LP.HF"
"1617","sm.HC.LP.HF.16.spipyr.1","sm","HC","LP","HF",16,"spipyr",13,1,NA,NA,13,"HC.LP.HF"
"1618","sm.HC.LP.HF.17.alnvir.1","sm","HC","LP","HF",17,"alnvir",34,1,45,45,34,"HC.LP.HF"
"1619","sm.HC.LP.HF.17.poptre.1","sm","HC","LP","HF",17,"poptre",19,1,NA,23,19,"HC.LP.HF"
"1620","sm.HC.LP.HF.17.riblac.1","sm","HC","LP","HF",17,"riblac",12,1,51,16,12,"HC.LP.HF"
"1621","sm.HC.LP.HF.17.spibet.1","sm","HC","LP","HF",17,"spibet",10,1,NA,NA,10,"HC.LP.HF"
"1622","sm.HC.LP.HF.18.betpap.1","sm","HC","LP","HF",18,"betpap",28,1,NA,NA,NA,"HC.LP.HF"
"1623","sm.HC.LP.HF.18.popbal.1","sm","HC","LP","HF",18,"popbal",25,1,37,28,28,"HC.LP.HF"
"1624","sm.HC.LP.HF.18.poptre.1","sm","HC","LP","HF",18,"poptre",25,1,NA,NA,NA,"HC.LP.HF"
"1625","sm.HC.LP.HF.18.rubpar.1","sm","HC","LP","HF",18,"rubpar",37,1,NA,NA,37,"HC.LP.HF"
"1626","sm.HC.LP.HF.19.alninc.1","sm","HC","LP","HF",19,"alninc",23,1,28,28,28,"HC.LP.HF"
"1627","sm.HC.LP.HF.19.loninv.1","sm","HC","LP","HF",19,"loninv",10,1,13,10,10,"HC.LP.HF"
"1628","sm.HC.LP.HF.19.spibet.1","sm","HC","LP","HF",19,"spibet",7,1,NA,NA,7,"HC.LP.HF"
"1629","sm.HC.LP.HF.19.symalb.1","sm","HC","LP","HF",19,"symalb",10,1,NA,NA,10,"HC.LP.HF"
"1630","sm.HC.LP.HF.2.menfer.1","sm","HC","LP","HF",2,"menfer",NA,0,NA,NA,NA,"HC.LP.HF"
"1631","sm.HC.LP.HF.2.spipyr.1","sm","HC","LP","HF",2,"spipyr",7,1,NA,10,7,"HC.LP.HF"
"1632","sm.HC.LP.HF.2.symalb.1","sm","HC","LP","HF",2,"symalb",10,1,NA,NA,10,"HC.LP.HF"
"1633","sm.HC.LP.HF.20.acegla.1","sm","HC","LP","HF",20,"acegla",48,1,NA,NA,NA,"HC.LP.HF"
"1634","sm.HC.LP.HF.20.loninv.1","sm","HC","LP","HF",20,"loninv",10,1,28,10,10,"HC.LP.HF"
"1635","sm.HC.LP.HF.20.poptre.1","sm","HC","LP","HF",20,"poptre",34,1,34,34,34,"HC.LP.HF"
"1636","sm.HC.LP.HF.21.alninc.1","sm","HC","LP","HF",21,"alninc",26,1,28,28,26,"HC.LP.HF"
"1637","sm.HC.LP.HF.21.popbal.1","sm","HC","LP","HF",21,"popbal",19,1,19,19,19,"HC.LP.HF"
"1638","sm.HC.LP.HF.21.riblac.1","sm","HC","LP","HF",21,"riblac",12,1,NA,19,13,"HC.LP.HF"
"1639","sm.HC.LP.HF.21.riblac.2","sm","HC","LP","HF",21,"riblac",19,1,NA,NA,19,"HC.LP.HF"
"1640","sm.HC.LP.HF.22.menfer.1","sm","HC","LP","HF",22,"menfer",37,1,NA,NA,37,"HC.LP.HF"
"1641","sm.HC.LP.HF.22.poptre.1","sm","HC","LP","HF",22,"poptre",23,1,42,34,23,"HC.LP.HF"
