"lab2","population","treatment","flask","species","tbb","nl","latbb80","latbb50","latbb1"
"mp.LC.LP.HF.32.rubpar.1","mp","LC.LP.HF",32,"rubpar",31,1,NA,NA,31
"mp.LC.LP.HF.32.samrac.1","mp","LC.LP.HF",32,"samrac",60,1,NA,60,60
"mp.LC.LP.HF.32.vacmem.1","mp","LC.LP.HF",32,"vacmem",17,1,NA,NA,17
"mp.LC.LP.HF.33.poptre.1","mp","LC.LP.HF",33,"poptre",81,1,NA,NA,81
"mp.LC.LP.HF.33.rubpar.1","mp","LC.LP.HF",33,"rubpar",34,1,NA,60,34
"mp.LC.LP.HF.33.symalb.1","mp","LC.LP.HF",33,"symalb",NA,0,NA,NA,NA
"mp.LC.LP.HF.33.vacmem.1","mp","LC.LP.HF",33,"vacmem",15,1,NA,NA,15
"mp.LC.LP.HF.34.amealn.1","mp","LC.LP.HF",34,"amealn",26,1,39,31,26
"mp.LC.LP.HF.34.loninv.1","mp","LC.LP.HF",34,"loninv",38,1,NA,NA,38
"mp.LC.LP.HF.34.poptre.1","mp","LC.LP.HF",34,"poptre",49,1,NA,NA,NA
"mp.LC.LP.HF.34.spipyr.1","mp","LC.LP.HF",34,"spipyr",26,1,46,46,31
"mp.LC.LP.HF.35.acegla.1","mp","LC.LP.HF",35,"acegla",NA,0,NA,NA,NA
"mp.LC.LP.HF.35.corsto.1","mp","LC.LP.HF",35,"corsto",15,1,26,26,26
"mp.LC.LP.HF.35.loninv.1","mp","LC.LP.HF",35,"loninv",57,1,NA,NA,57
"mp.LC.LP.HF.35.menfer.1","mp","LC.LP.HF",35,"menfer",26,1,NA,26,26
"mp.LC.LP.HF.36.corsto.1","mp","LC.LP.HF",36,"corsto",15,1,22,15,15
"mp.LC.LP.HF.36.loninv.1","mp","LC.LP.HF",36,"loninv",34,1,NA,NA,34
"mp.LC.LP.HF.36.rhoalb.1","mp","LC.LP.HF",36,"rhoalb",19,1,NA,NA,19
"mp.LC.LP.HF.36.vibedu.1","mp","LC.LP.HF",36,"vibedu",22,1,NA,NA,22
"mp.LC.LP.HF.37.acegla.1","mp","LC.LP.HF",37,"acegla",57,1,NA,NA,57
"mp.LC.LP.HF.37.menfer.1","mp","LC.LP.HF",37,"menfer",33,1,NA,NA,33
"mp.LC.LP.HF.37.rubpar.1","mp","LC.LP.HF",37,"rubpar",17,1,NA,19,17
"mp.LC.LP.HF.37.sorsco.1","mp","LC.LP.HF",37,"sorsco",29,1,NA,NA,29
"mp.LC.LP.HF.38.acegla.1","mp","LC.LP.HF",38,"acegla",60,1,NA,NA,60
"mp.LC.LP.HF.38.riblac.1","mp","LC.LP.HF",38,"riblac",17,1,NA,17,17
"mp.LC.LP.HF.38.spibet.1","mp","LC.LP.HF",38,"spibet",15,1,24,24,24
"mp.LC.LP.HF.38.spipyr.1","mp","LC.LP.HF",38,"spipyr",24,1,NA,NA,24
"mp.LC.LP.HF.39.corsto.1","mp","LC.LP.HF",39,"corsto",19,1,26,26,19
"mp.LC.LP.HF.39.popbal.1","mp","LC.LP.HF",39,"popbal",26,1,NA,46,26
"mp.LC.LP.HF.39.samrac.1","mp","LC.LP.HF",39,"samrac",NA,0,NA,NA,NA
"mp.LC.LP.HF.39.spibet.1","mp","LC.LP.HF",39,"spibet",15,1,NA,NA,15
"mp.LC.LP.HF.4.alninc.1","mp","LC.LP.HF",4,"alninc",22,1,27,24,22
"mp.LC.LP.HF.4.amealn.1","mp","LC.LP.HF",4,"amealn",27,1,NA,31,27
"mp.LC.LP.HF.4.menfer.1","mp","LC.LP.HF",4,"menfer",NA,0,NA,NA,NA
"mp.LC.LP.HF.4.vacmem.1","mp","LC.LP.HF",4,"vacmem",19,1,NA,NA,19
"mp.LC.LP.HF.40.menfer.1","mp","LC.LP.HF",40,"menfer",78,1,NA,NA,78
"mp.LC.LP.HF.40.rhoalb.1","mp","LC.LP.HF",40,"rhoalb",19,1,NA,38,19
"mp.LC.LP.HF.40.shecan.1","mp","LC.LP.HF",40,"shecan",26,1,NA,NA,26
"mp.LC.LP.HF.40.symalb.1","mp","LC.LP.HF",40,"symalb",63,1,NA,NA,63
"mp.LC.LP.HF.5.popbal.1","mp","LC.LP.HF",5,"popbal",24,1,NA,34,24
"mp.LC.LP.HF.5.rubpar.1","mp","LC.LP.HF",5,"rubpar",22,1,NA,24,24
"mp.LC.LP.HF.5.samrac.1","mp","LC.LP.HF",5,"samrac",27,1,78,38,38
"mp.LC.LP.HF.5.spipyr.1","mp","LC.LP.HF",5,"spipyr",19,1,NA,24,19
"mp.LC.LP.HF.6.alninc.1","mp","LC.LP.HF",6,"alninc",31,1,34,34,31
"mp.LC.LP.HF.6.alninc.2","mp","LC.LP.HF",6,"alninc",31,1,34,31,31
"mp.LC.LP.HF.6.popbal.1","mp","LC.LP.HF",6,"popbal",31,1,31,31,31
"mp.LC.LP.HF.6.riblac.1","mp","LC.LP.HF",6,"riblac",15,1,NA,31,15
"mp.LC.LP.HF.7.alnvir.1","mp","LC.LP.HF",7,"alnvir",57,1,NA,NA,57
"mp.LC.LP.HF.7.corsto.1","mp","LC.LP.HF",7,"corsto",15,1,NA,31,17
"mp.LC.LP.HF.7.poptre.1","mp","LC.LP.HF",7,"poptre",57,1,63,57,57
"mp.LC.LP.HF.7.sorsco.1","mp","LC.LP.HF",7,"sorsco",17,1,NA,NA,NA
"mp.LC.LP.HF.8.alnvir.1","mp","LC.LP.HF",8,"alnvir",57,1,NA,NA,63
"mp.LC.LP.HF.8.alnvir.2","mp","LC.LP.HF",8,"alnvir",66,1,NA,NA,NA
"mp.LC.LP.HF.8.rubpar.1","mp","LC.LP.HF",8,"rubpar",36,1,NA,NA,36
"mp.LC.LP.HF.8.sorsco.1","mp","LC.LP.HF",8,"sorsco",15,1,NA,NA,19
"mp.LC.LP.HF.9.samrac.1","mp","LC.LP.HF",9,"samrac",26,1,60,60,60
"mp.LC.LP.HF.9.sorsco.1","mp","LC.LP.HF",9,"sorsco",26,1,NA,NA,NA
"mp.LC.LP.HF.9.symalb.1","mp","LC.LP.HF",9,"symalb",26,1,NA,NA,26
"mp.LC.LP.HF.9.vacmem.1","mp","LC.LP.HF",9,"vacmem",19,1,NA,NA,19
"mp.LC.LP.LF.1.acegla.1","mp","LC.LP.LF",1,"acegla",NA,0,NA,NA,NA
"mp.LC.LP.LF.1.alninc.1","mp","LC.LP.LF",1,"alninc",43,1,43,43,43
"mp.LC.LP.LF.1.corsto.1","mp","LC.LP.LF",1,"corsto",15,1,19,19,19
"mp.LC.LP.LF.1.spibet.1","mp","LC.LP.LF",1,"spibet",19,1,NA,NA,19
"mp.LC.LP.LF.10.popbal.1","mp","LC.LP.LF",10,"popbal",54,1,NA,NA,NA
"mp.LC.LP.LF.10.rhoalb.1","mp","LC.LP.LF",10,"rhoalb",32,1,45,45,45
"mp.LC.LP.LF.10.shecan.1","mp","LC.LP.LF",10,"shecan",35,1,57,39,35
"mp.LC.LP.LF.10.spipyr.1","mp","LC.LP.LF",10,"spipyr",49,1,NA,NA,49
"mp.LC.LP.LF.11.corsto.1","mp","LC.LP.LF",11,"corsto",15,1,31,21,19
"mp.LC.LP.LF.11.loninv.1","mp","LC.LP.LF",11,"loninv",NA,0,NA,NA,NA
"mp.LC.LP.LF.11.rhoalb.1","mp","LC.LP.LF",11,"rhoalb",21,1,NA,38,31
"mp.LC.LP.LF.11.rubpar.1","mp","LC.LP.LF",11,"rubpar",31,1,60,60,31
"mp.LC.LP.LF.12.acegla.1","mp","LC.LP.LF",12,"acegla",NA,0,NA,NA,NA
"mp.LC.LP.LF.12.loninv.1","mp","LC.LP.LF",12,"loninv",NA,0,NA,NA,NA
"mp.LC.LP.LF.12.rubpar.1","mp","LC.LP.LF",12,"rubpar",72,1,NA,NA,72
"mp.LC.LP.LF.12.samrac.1","mp","LC.LP.LF",12,"samrac",49,1,NA,49,49
"mp.LC.LP.LF.13.amealn.1","mp","LC.LP.LF",13,"amealn",31,1,31,31,31
"mp.LC.LP.LF.13.rubpar.1","mp","LC.LP.LF",13,"rubpar",60,1,NA,NA,72
"mp.LC.LP.LF.13.sorsco.1","mp","LC.LP.LF",13,"sorsco",43,1,NA,NA,NA
"mp.LC.LP.LF.13.spipyr.1","mp","LC.LP.LF",13,"spipyr",NA,0,NA,NA,NA
"mp.LC.LP.LF.14.alninc.1","mp","LC.LP.LF",14,"alninc",32,1,43,39,38
"mp.LC.LP.LF.14.alninc.2","mp","LC.LP.LF",14,"alninc",48,1,54,54,48
"mp.LC.LP.LF.14.popbal.1","mp","LC.LP.LF",14,"popbal",54,1,NA,NA,NA
"mp.LC.LP.LF.14.symalb.1","mp","LC.LP.LF",14,"symalb",60,1,NA,69,60
"mp.LC.LP.LF.15.alnvir.1","mp","LC.LP.LF",15,"alnvir",75,1,NA,NA,75
"mp.LC.LP.LF.15.corsto.1","mp","LC.LP.LF",15,"corsto",15,1,NA,19,19
"mp.LC.LP.LF.15.loninv.1","mp","LC.LP.LF",15,"loninv",NA,0,NA,NA,NA
"mp.LC.LP.LF.15.spipyr.1","mp","LC.LP.LF",15,"spipyr",66,1,NA,NA,66
"mp.LC.LP.LF.16.menfer.1","mp","LC.LP.LF",16,"menfer",NA,0,NA,NA,NA
"mp.LC.LP.LF.16.menfer.2","mp","LC.LP.LF",16,"menfer",72,1,NA,NA,72
"mp.LC.LP.LF.16.rubpar.1","mp","LC.LP.LF",16,"rubpar",NA,0,NA,NA,NA
"mp.LC.LP.LF.16.spibet.1","mp","LC.LP.LF",16,"spibet",NA,0,NA,NA,NA
"mp.LC.LP.LF.17.amealn.1","mp","LC.LP.LF",17,"amealn",17,1,45,35,17
"mp.LC.LP.LF.17.corsto.1","mp","LC.LP.LF",17,"corsto",15,1,19,19,17
"mp.LC.LP.LF.17.poptre.1","mp","LC.LP.LF",17,"poptre",NA,0,NA,NA,NA
"mp.LC.LP.LF.17.samrac.1","mp","LC.LP.LF",17,"samrac",45,1,NA,66,45
"mp.LC.LP.LF.18.poptre.1","mp","LC.LP.LF",18,"poptre",NA,0,NA,NA,NA
"mp.LC.LP.LF.18.riblac.1","mp","LC.LP.LF",18,"riblac",17,1,NA,NA,17
"mp.LC.LP.LF.18.symalb.1","mp","LC.LP.LF",18,"symalb",31,1,NA,78,31
"mp.LC.LP.LF.18.vibedu.1","mp","LC.LP.LF",18,"vibedu",31,1,NA,45,31
"mp.LC.LP.LF.19.corsto.1","mp","LC.LP.LF",19,"corsto",17,1,NA,31,19
"mp.LC.LP.LF.19.loninv.1","mp","LC.LP.LF",19,"loninv",NA,0,NA,NA,NA
"mp.LC.LP.LF.19.loninv.2","mp","LC.LP.LF",19,"loninv",NA,0,NA,NA,NA
"mp.LC.LP.LF.19.shecan.1","mp","LC.LP.LF",19,"shecan",31,1,43,39,31
"mp.LC.LP.LF.2.alninc.1","mp","LC.LP.LF",2,"alninc",39,1,45,45,43
"mp.LC.LP.LF.2.spibet.1","mp","LC.LP.LF",2,"spibet",39,1,NA,NA,39
"mp.LC.LP.LF.2.spibet.2","mp","LC.LP.LF",2,"spibet",NA,0,NA,NA,NA
"mp.LC.LP.LF.2.vibedu.1","mp","LC.LP.LF",2,"vibedu",19,1,NA,NA,19
"mp.LC.LP.LF.20.acegla.1","mp","LC.LP.LF",20,"acegla",NA,0,NA,NA,NA
"mp.LC.LP.LF.20.alninc.1","mp","LC.LP.LF",20,"alninc",36,1,43,43,38
"mp.LC.LP.LF.20.menfer.1","mp","LC.LP.LF",20,"menfer",66,1,NA,NA,66
"mp.LC.LP.LF.20.vacmem.1","mp","LC.LP.LF",20,"vacmem",15,1,NA,NA,15
"mp.LC.LP.LF.21.acegla.1","mp","LC.LP.LF",21,"acegla",55,1,NA,NA,NA
"mp.LC.LP.LF.21.samrac.1","mp","LC.LP.LF",21,"samrac",NA,0,NA,NA,NA
"mp.LC.LP.LF.21.sorsco.1","mp","LC.LP.LF",21,"sorsco",32,1,NA,NA,NA
"mp.LC.LP.LF.21.vibedu.1","mp","LC.LP.LF",21,"vibedu",32,1,NA,NA,32
"mp.LC.LP.LF.22.rubpar.1","mp","LC.LP.LF",22,"rubpar",17,1,NA,NA,NA
"mp.LC.LP.LF.22.spibet.1","mp","LC.LP.LF",22,"spibet",32,1,NA,72,32
"mp.LC.LP.LF.22.spipyr.1","mp","LC.LP.LF",22,"spipyr",32,1,NA,49,32
"mp.LC.LP.LF.22.vacmem.1","mp","LC.LP.LF",22,"vacmem",72,1,NA,NA,72
"mp.LC.LP.LF.23.acegla.1","mp","LC.LP.LF",23,"acegla",NA,0,NA,NA,NA
"mp.LC.LP.LF.23.amealn.1","mp","LC.LP.LF",23,"amealn",43,1,49,43,43
"mp.LC.LP.LF.23.poptre.1","mp","LC.LP.LF",23,"poptre",78,1,81,81,81
"mp.LC.LP.LF.23.shecan.1","mp","LC.LP.LF",23,"shecan",43,1,NA,43,43
"mp.LC.LP.LF.24.menfer.1","mp","LC.LP.LF",24,"menfer",54,1,NA,NA,54
"mp.LC.LP.LF.24.riblac.1","mp","LC.LP.LF",24,"riblac",NA,0,NA,NA,NA
"mp.LC.LP.LF.24.samrac.1","mp","LC.LP.LF",24,"samrac",49,1,NA,49,49
"mp.LC.LP.LF.24.vacmem.1","mp","LC.LP.LF",24,"vacmem",38,1,NA,NA,38
"mp.LC.LP.LF.25.acegla.1","mp","LC.LP.LF",25,"acegla",NA,0,NA,NA,NA
"mp.LC.LP.LF.25.spibet.1","mp","LC.LP.LF",25,"spibet",39,1,NA,NA,39
"mp.LC.LP.LF.25.symalb.1","mp","LC.LP.LF",25,"symalb",39,1,NA,49,39
"mp.LC.LP.LF.25.vibedu.1","mp","LC.LP.LF",25,"vibedu",32,1,NA,NA,32
"mp.LC.LP.LF.26.amealn.1","mp","LC.LP.LF",26,"amealn",32,1,32,32,32
"mp.LC.LP.LF.26.spibet.1","mp","LC.LP.LF",26,"spibet",39,1,NA,NA,NA
"mp.LC.LP.LF.26.spipyr.1","mp","LC.LP.LF",26,"spipyr",72,1,NA,75,72
"mp.LC.LP.LF.26.vibedu.1","mp","LC.LP.LF",26,"vibedu",19,1,NA,NA,63
"mp.LC.LP.LF.27.acegla.1","mp","LC.LP.LF",27,"acegla",66,1,NA,NA,78
"mp.LC.LP.LF.27.shecan.1","mp","LC.LP.LF",27,"shecan",38,1,NA,69,39
"mp.LC.LP.LF.27.sorsco.1","mp","LC.LP.LF",27,"sorsco",31,1,NA,NA,NA
"mp.LC.LP.LF.27.spipyr.1","mp","LC.LP.LF",27,"spipyr",31,1,NA,NA,31
"mp.LC.LP.LF.28.acegla.1","mp","LC.LP.LF",28,"acegla",NA,0,NA,NA,NA
"mp.LC.LP.LF.28.alninc.1","mp","LC.LP.LF",28,"alninc",38,1,38,38,38
"mp.LC.LP.LF.28.amealn.1","mp","LC.LP.LF",28,"amealn",43,1,55,55,43
"mp.LC.LP.LF.28.riblac.1","mp","LC.LP.LF",28,"riblac",NA,0,NA,NA,NA
"mp.LC.LP.LF.29.alnvir.1","mp","LC.LP.LF",29,"alnvir",NA,0,NA,NA,NA
"mp.LC.LP.LF.29.symalb.1","mp","LC.LP.LF",29,"symalb",31,1,NA,NA,31
"mp.LC.LP.LF.29.vacmem.1","mp","LC.LP.LF",29,"vacmem",45,1,NA,NA,45
"mp.LC.LP.LF.29.vibedu.1","mp","LC.LP.LF",29,"vibedu",32,1,NA,60,32
"mp.LC.LP.LF.3.alnvir.1","mp","LC.LP.LF",3,"alnvir",NA,0,NA,NA,NA
"mp.LC.LP.LF.3.rubpar.1","mp","LC.LP.LF",3,"rubpar",45,1,NA,57,45
"mp.LC.LP.LF.3.samrac.1","mp","LC.LP.LF",3,"samrac",60,1,NA,60,60
"mp.LC.LP.LF.3.shecan.1","mp","LC.LP.LF",3,"shecan",35,1,43,39,35
"mp.LC.LP.LF.30.popbal.1","mp","LC.LP.LF",30,"popbal",54,1,63,63,63
"mp.LC.LP.LF.30.poptre.1","mp","LC.LP.LF",30,"poptre",NA,0,NA,NA,NA
"mp.LC.LP.LF.30.rubpar.1","mp","LC.LP.LF",30,"rubpar",54,1,NA,NA,69
"mp.LC.LP.LF.30.sorsco.1","mp","LC.LP.LF",30,"sorsco",49,1,NA,49,49
"mp.LC.LP.LF.31.loninv.1","mp","LC.LP.LF",31,"loninv",NA,0,NA,NA,NA
"mp.LC.LP.LF.31.samrac.1","mp","LC.LP.LF",31,"samrac",NA,0,NA,NA,NA
"mp.LC.LP.LF.31.shecan.1","mp","LC.LP.LF",31,"shecan",38,1,45,43,38
"mp.LC.LP.LF.31.symalb.1","mp","LC.LP.LF",31,"symalb",60,1,NA,NA,60
"mp.LC.LP.LF.32.popbal.1","mp","LC.LP.LF",32,"popbal",39,1,39,39,39
"mp.LC.LP.LF.32.rhoalb.1","mp","LC.LP.LF",32,"rhoalb",57,1,NA,NA,NA
"mp.LC.LP.LF.32.shecan.1","mp","LC.LP.LF",32,"shecan",43,1,NA,NA,43
"mp.LC.LP.LF.32.vibedu.1","mp","LC.LP.LF",32,"vibedu",34,1,NA,NA,NA
"mp.LC.LP.LF.33.alninc.1","mp","LC.LP.LF",33,"alninc",46,1,54,54,54
"mp.LC.LP.LF.33.alnvir.1","mp","LC.LP.LF",33,"alnvir",NA,0,NA,NA,NA
"mp.LC.LP.LF.33.corsto.1","mp","LC.LP.LF",33,"corsto",31,1,NA,31,31
"mp.LC.LP.LF.33.popbal.1","mp","LC.LP.LF",33,"popbal",54,1,NA,NA,NA
"mp.LC.LP.LF.34.amealn.1","mp","LC.LP.LF",34,"amealn",39,1,39,39,39
"mp.LC.LP.LF.34.popbal.1","mp","LC.LP.LF",34,"popbal",39,1,39,39,39
"mp.LC.LP.LF.34.sorsco.1","mp","LC.LP.LF",34,"sorsco",31,1,NA,NA,NA
"mp.LC.LP.LF.34.vacmem.1","mp","LC.LP.LF",34,"vacmem",3,1,NA,NA,3
"mp.LC.LP.LF.35.poptre.1","mp","LC.LP.LF",35,"poptre",78,1,NA,NA,NA
"mp.LC.LP.LF.35.riblac.1","mp","LC.LP.LF",35,"riblac",NA,0,NA,NA,NA
"mp.LC.LP.LF.35.rubpar.1","mp","LC.LP.LF",35,"rubpar",31,1,NA,NA,31
"mp.LC.LP.LF.35.samrac.1","mp","LC.LP.LF",35,"samrac",NA,0,NA,NA,NA
"mp.LC.LP.LF.36.poptre.1","mp","LC.LP.LF",36,"poptre",NA,0,NA,NA,NA
"mp.LC.LP.LF.36.rhoalb.1","mp","LC.LP.LF",36,"rhoalb",43,1,NA,NA,NA
"mp.LC.LP.LF.36.samrac.1","mp","LC.LP.LF",36,"samrac",66,1,NA,NA,NA
"mp.LC.LP.LF.36.symalb.1","mp","LC.LP.LF",36,"symalb",45,1,NA,69,45
"mp.LC.LP.LF.37.alnvir.1","mp","LC.LP.LF",37,"alnvir",66,1,NA,66,66
"mp.LC.LP.LF.37.poptre.1","mp","LC.LP.LF",37,"poptre",78,1,NA,NA,78
"mp.LC.LP.LF.37.rhoalb.1","mp","LC.LP.LF",37,"rhoalb",31,1,31,31,31
"mp.LC.LP.LF.37.vibedu.1","mp","LC.LP.LF",37,"vibedu",32,1,NA,43,32
"mp.LC.LP.LF.38.alnvir.1","mp","LC.LP.LF",38,"alnvir",66,1,72,72,69
"mp.LC.LP.LF.38.amealn.1","mp","LC.LP.LF",38,"amealn",31,1,31,31,31
"mp.LC.LP.LF.38.menfer.1","mp","LC.LP.LF",38,"menfer",81,1,NA,NA,81
"mp.LC.LP.LF.38.symalb.1","mp","LC.LP.LF",38,"symalb",55,1,NA,NA,55
"mp.LC.LP.LF.39.alnvir.1","mp","LC.LP.LF",39,"alnvir",60,1,NA,72,72
"mp.LC.LP.LF.39.riblac.1","mp","LC.LP.LF",39,"riblac",15,1,NA,NA,NA
"mp.LC.LP.LF.39.riblac.2","mp","LC.LP.LF",39,"riblac",NA,0,NA,NA,NA
"mp.LC.LP.LF.39.symalb.1","mp","LC.LP.LF",39,"symalb",31,1,NA,NA,31
"mp.LC.LP.LF.4.menfer.1","mp","LC.LP.LF",4,"menfer",72,1,NA,NA,72
"mp.LC.LP.LF.4.menfer.2","mp","LC.LP.LF",4,"menfer",78,1,NA,NA,78
"mp.LC.LP.LF.4.menfer.3","mp","LC.LP.LF",4,"menfer",NA,0,NA,NA,NA
"mp.LC.LP.LF.4.sorsco.1","mp","LC.LP.LF",4,"sorsco",49,1,NA,NA,NA
"mp.LC.LP.LF.40.popbal.1","mp","LC.LP.LF",40,"popbal",49,1,49,49,49
"mp.LC.LP.LF.40.poptre.1","mp","LC.LP.LF",40,"poptre",72,1,NA,NA,NA
"mp.LC.LP.LF.40.rhoalb.1","mp","LC.LP.LF",40,"rhoalb",31,1,NA,45,31
"mp.LC.LP.LF.40.sorsco.1","mp","LC.LP.LF",40,"sorsco",32,1,NA,NA,32
"mp.LC.LP.LF.5.alnvir.1","mp","LC.LP.LF",5,"alnvir",NA,0,NA,NA,NA
"mp.LC.LP.LF.5.loninv.1","mp","LC.LP.LF",5,"loninv",38,1,NA,NA,NA
"mp.LC.LP.LF.5.spibet.1","mp","LC.LP.LF",5,"spibet",45,1,45,45,45
"mp.LC.LP.LF.5.vacmem.1","mp","LC.LP.LF",5,"vacmem",43,1,NA,NA,43
"mp.LC.LP.LF.6.amealn.1","mp","LC.LP.LF",6,"amealn",32,1,NA,32,32
"mp.LC.LP.LF.6.riblac.1","mp","LC.LP.LF",6,"riblac",NA,0,NA,NA,NA
"mp.LC.LP.LF.6.shecan.1","mp","LC.LP.LF",6,"shecan",35,1,49,35,35
"mp.LC.LP.LF.6.vacmem.1","mp","LC.LP.LF",6,"vacmem",43,1,NA,NA,49
"mp.LC.LP.LF.7.corsto.1","mp","LC.LP.LF",7,"corsto",15,1,21,21,15
"mp.LC.LP.LF.7.popbal.1","mp","LC.LP.LF",7,"popbal",54,1,NA,NA,NA
"mp.LC.LP.LF.7.rhoalb.1","mp","LC.LP.LF",7,"rhoalb",19,1,NA,NA,31
"mp.LC.LP.LF.7.vacmem.1","mp","LC.LP.LF",7,"vacmem",NA,0,NA,NA,NA
"mp.LC.LP.LF.8.corsto.1","mp","LC.LP.LF",8,"corsto",19,1,31,19,19
"mp.LC.LP.LF.8.loninv.1","mp","LC.LP.LF",8,"loninv",NA,0,NA,NA,NA
"mp.LC.LP.LF.8.sorsco.1","mp","LC.LP.LF",8,"sorsco",34,1,NA,NA,NA
"mp.LC.LP.LF.8.spipyr.1","mp","LC.LP.LF",8,"spipyr",NA,0,NA,NA,NA
"mp.LC.LP.LF.9.alninc.1","mp","LC.LP.LF",9,"alninc",49,1,54,49,49
"mp.LC.LP.LF.9.rhoalb.1","mp","LC.LP.LF",9,"rhoalb",43,1,NA,43,43
"mp.LC.LP.LF.9.riblac.1","mp","LC.LP.LF",9,"riblac",NA,0,NA,NA,NA
"mp.LC.LP.LF.9.spipyr.1","mp","LC.LP.LF",9,"spipyr",66,1,NA,66,66
"sm.HC.HP.HF.1.alninc.1","sm","HC.HP.HF",1,"alninc",13,1,19,13,13
"sm.HC.HP.HF.1.amealn.1","sm","HC.HP.HF",1,"amealn",7,1,13,10,7
"sm.HC.HP.HF.1.sorsco.1","sm","HC.HP.HF",1,"sorsco",10,1,NA,NA,NA
"sm.HC.HP.HF.1.vibedu.1","sm","HC.HP.HF",1,"vibedu",10,1,NA,10,10
"sm.HC.HP.HF.10.corsto.1","sm","HC.HP.HF",10,"corsto",10,1,10,10,10
"sm.HC.HP.HF.10.rubpar.1","sm","HC.HP.HF",10,"rubpar",NA,0,NA,NA,NA
"sm.HC.HP.HF.10.spipyr.1","sm","HC.HP.HF",10,"spipyr",10,1,NA,10,10
"sm.HC.HP.HF.10.symalb.1","sm","HC.HP.HF",10,"symalb",13,1,NA,NA,13
"sm.HC.HP.HF.11.betpap.1","sm","HC.HP.HF",11,"betpap",23,1,31,28,23
"sm.HC.HP.HF.11.betpap.2","sm","HC.HP.HF",11,"betpap",23,1,25,25,23
"sm.HC.HP.HF.11.poptre.1","sm","HC.HP.HF",11,"poptre",16,1,NA,NA,NA
"sm.HC.HP.HF.11.poptre.2","sm","HC.HP.HF",11,"poptre",19,1,NA,NA,NA
"sm.HC.HP.HF.11.shecan.1","sm","HC.HP.HF",11,"shecan",16,1,37,31,16
"sm.HC.HP.HF.12.loninv.1","sm","HC.HP.HF",12,"loninv",7,1,NA,7,7
"sm.HC.HP.HF.12.menfer.1","sm","HC.HP.HF",12,"menfer",31,1,NA,NA,31
"sm.HC.HP.HF.12.popbal.1","sm","HC.HP.HF",12,"popbal",25,1,25,25,25
"sm.HC.HP.HF.12.poptre.1","sm","HC.HP.HF",12,"poptre",19,1,NA,NA,NA
"sm.HC.HP.HF.13.alninc.1","sm","HC.HP.HF",13,"alninc",16,1,28,19,16
"sm.HC.HP.HF.13.popbal.1","sm","HC.HP.HF",13,"popbal",19,1,26,19,19
"sm.HC.HP.HF.13.sorsco.1","sm","HC.HP.HF",13,"sorsco",10,1,NA,NA,NA
"sm.HC.HP.HF.13.symalb.1","sm","HC.HP.HF",13,"symalb",10,1,34,10,10
"sm.HC.HP.HF.14.acegla.1","sm","HC.HP.HF",14,"acegla",28,1,NA,NA,45
"sm.HC.HP.HF.14.loninv.1","sm","HC.HP.HF",14,"loninv",10,1,26,13,10
"sm.HC.HP.HF.14.menfer.1","sm","HC.HP.HF",14,"menfer",34,1,60,60,34
"sm.HC.HP.HF.14.poptre.1","sm","HC.HP.HF",14,"poptre",28,1,NA,NA,31
"sm.HC.HP.HF.15.amealn.1","sm","HC.HP.HF",15,"amealn",13,1,13,13,13
"sm.HC.HP.HF.15.loninv.1","sm","HC.HP.HF",15,"loninv",7,1,NA,7,7
"sm.HC.HP.HF.15.sorsco.1","sm","HC.HP.HF",15,"sorsco",10,1,NA,NA,NA
"sm.HC.HP.HF.15.spibet.1","sm","HC.HP.HF",15,"spibet",7,1,31,7,7
"sm.HC.HP.HF.16.popbal.1","sm","HC.HP.HF",16,"popbal",19,1,19,19,19
"sm.HC.HP.HF.16.shecan.1","sm","HC.HP.HF",16,"shecan",19,1,31,26,19
"sm.HC.HP.HF.16.spibet.1","sm","HC.HP.HF",16,"spibet",10,1,NA,NA,10
"sm.HC.HP.HF.16.symalb.1","sm","HC.HP.HF",16,"symalb",16,1,NA,NA,16
"sm.HC.HP.HF.17.popbal.1","sm","HC.HP.HF",17,"popbal",19,1,19,19,19
"sm.HC.HP.HF.17.rubpar.1","sm","HC.HP.HF",17,"rubpar",19,1,19,19,19
"sm.HC.HP.HF.17.rubpar.2","sm","HC.HP.HF",17,"rubpar",34,1,NA,34,34
"sm.HC.HP.HF.17.vibedu.1","sm","HC.HP.HF",17,"vibedu",3,1,NA,7,3
"sm.HC.HP.HF.18.alninc.1","sm","HC.HP.HF",18,"alninc",22,1,25,25,22
"sm.HC.HP.HF.18.menfer.1","sm","HC.HP.HF",18,"menfer",25,1,NA,NA,25
"sm.HC.HP.HF.18.popbal.1","sm","HC.HP.HF",18,"popbal",25,1,NA,NA,NA
"sm.HC.HP.HF.19.alninc.1","sm","HC.HP.HF",19,"alninc",16,1,19,19,16
"sm.HC.HP.HF.19.corsto.1","sm","HC.HP.HF",19,"corsto",7,1,7,7,7
"sm.HC.HP.HF.19.menfer.1","sm","HC.HP.HF",19,"menfer",26,1,NA,26,26
"sm.HC.HP.HF.19.symalb.1","sm","HC.HP.HF",19,"symalb",13,1,NA,NA,13
"sm.HC.HP.HF.2.shecan.1","sm","HC.HP.HF",2,"shecan",13,1,31,26,13
"sm.HC.HP.HF.2.spibet.1","sm","HC.HP.HF",2,"spibet",7,1,NA,NA,NA
"sm.HC.HP.HF.2.symalb.1","sm","HC.HP.HF",2,"symalb",17,1,NA,78,17
