"lab2","lab3","population","treatment","chill","force","photo","species","tbb","latbb1"
"BETLEN08_HF_04","BETLEN08_HF_04_chill0_LP_LF","HF","CS0","chill0","LF","LP","BETLEN",33,33
"BETLEN10_HF_01","BETLEN10_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","BETLEN",29,29
"BETLEN10_HF_02","BETLEN10_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","BETLEN",33,33
"BETLEN10_HF_03","BETLEN10_HF_03_chill0_LP_HF","HF","WS0","chill0","HF","LP","BETLEN",27,27
"BETLEN10_HF_04","BETLEN10_HF_04_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETLEN",32,32
"BETLEN11_HF_01","BETLEN11_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","BETLEN",26,26
"BETLEN11_HF_02","BETLEN11_HF_02_chill0_LP_HF","HF","WS0","chill0","HF","LP","BETLEN",27,27
"BETLEN11_HF_03","BETLEN11_HF_03_chill0_LP_LF","HF","CS0","chill0","LF","LP","BETLEN",33,33
"BETLEN11_HF_04","BETLEN11_HF_04_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETLEN",29,29
"BETPAP04_SH_01","BETPAP04_SH_01_chill0_LP_LF","SH","CS0","chill0","LF","LP","BETPAP",21,21
"BETPAP04_SH_02","BETPAP04_SH_02_LC_HP_LF","SH","CL1","LC","LF","HP","BETPAP",50,46
"BETPAP04_SH_03","BETPAP04_SH_03_chill0_HP_LF","SH","CL0","chill0","LF","HP","BETPAP",32,32
"BETPAP04_SH_04","BETPAP04_SH_04_LC_HP_HF","SH","WL1","LC","HF","HP","BETPAP",46,46
"BETPAP04_SH_05","BETPAP04_SH_05_HC_HP_HF","SH","WL2","HC","HF","HP","BETPAP",47,47
"BETPAP04_SH_06","BETPAP04_SH_06_LC_LP_LF","SH","CS1","LC","LF","LP","BETPAP",42,42
"BETPAP04_SH_07","BETPAP04_SH_07_HC_LP_LF","SH","CS2","HC","LF","LP","BETPAP",50,56
"BETPAP04_SH_08","BETPAP04_SH_08_HC_HP_LF","SH","CL2","HC","LF","HP","BETPAP",56,56
"BETPAP04_SH_09","BETPAP04_SH_09_HC_LP_HF","SH","WS2","HC","HF","LP","BETPAP",64,46
"BETPAP04_SH_10","BETPAP04_SH_10_chill0_LP_HF","SH","WS0","chill0","HF","LP","BETPAP",18,27
"BETPAP04_SH_11","BETPAP04_SH_11_LC_LP_HF","SH","WS1","LC","HF","LP","BETPAP",49,49
"BETPAP04_SH_12","BETPAP04_SH_12_chill0_HP_HF","SH","WL0","chill0","HF","HP","BETPAP",18,18
"BETPAP06_HF_01","BETPAP06_HF_01_LC_LP_LF","HF","CS1","LC","LF","LP","BETPAP",48,48
"BETPAP06_HF_02","BETPAP06_HF_02_HC_LP_LF","HF","CS2","HC","LF","LP","BETPAP",56,50
"BETPAP06_HF_03","BETPAP06_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETPAP",20,20
"BETPAP06_HF_04","BETPAP06_HF_04_LC_HP_HF","HF","WL1","LC","HF","HP","BETPAP",46,41
"BETPAP06_HF_05","BETPAP06_HF_05_LC_HP_LF","HF","CL1","LC","LF","HP","BETPAP",50,41
"BETPAP06_HF_06","BETPAP06_HF_06_LC_LP_HF","HF","WS1","LC","HF","LP","BETPAP",49,49
"BETPAP06_HF_08","BETPAP06_HF_08_HC_HP_LF","HF","CL2","HC","LF","HP","BETPAP",49,46
"BETPAP06_HF_09","BETPAP06_HF_09_chill0_LP_HF","HF","WS0","chill0","HF","LP","BETPAP",18,18
"BETPAP06_HF_10","BETPAP06_HF_10_HC_LP_HF","HF","WS2","HC","HF","LP","BETPAP",46,46
"BETPAP06_HF_11","BETPAP06_HF_11_chill0_HP_HF","HF","WL0","chill0","HF","HP","BETPAP",13,13
"BETPAP06_HF_12","BETPAP06_HF_12_HC_HP_HF","HF","WL2","HC","HF","HP","BETPAP",47,47
"BETPAP06_SH_03","BETPAP06_SH_03_chill0_HP_HF","SH","WL0","chill0","HF","HP","BETPAP",29,13
"BETPAP06_SH_04","BETPAP06_SH_04_chill0_LP_LF","SH","CS0","chill0","LF","LP","BETPAP",75,21
"BETPAP06_SH_05","BETPAP06_SH_05_chill0_LP_HF","SH","WS0","chill0","HF","LP","BETPAP",26,26
"BETPAP06_SH_06","BETPAP06_SH_06_chill0_HP_LF","SH","CL0","chill0","LF","HP","BETPAP",29,29
"BETPAP06_SH_07","BETPAP06_SH_07_HC_HP_LF","SH","CL2","HC","LF","HP","BETPAP",46,46
"BETPAP06_SH_08","BETPAP06_SH_08_HC_LP_LF","SH","CS2","HC","LF","LP","BETPAP",50,56
"BETPAP06_SH_09","BETPAP06_SH_09_LC_LP_LF","SH","CS1","LC","LF","LP","BETPAP",48,48
"BETPAP06_SH_10","BETPAP06_SH_10_LC_HP_LF","SH","CL1","LC","LF","HP","BETPAP",46,46
"BETPAP06_SH_11","BETPAP06_SH_11_LC_HP_HF","SH","WL1","LC","HF","HP","BETPAP",46,46
"BETPAP07_HF_02","BETPAP07_HF_02_chill0_LP_HF","HF","WS0","chill0","HF","LP","BETPAP",18,18
"BETPAP07_HF_03","BETPAP07_HF_03_chill0_LP_LF","HF","CS0","chill0","LF","LP","BETPAP",21,21
"BETPAP07_HF_04","BETPAP07_HF_04_LC_HP_LF","HF","CL1","LC","LF","HP","BETPAP",41,41
"BETPAP07_HF_05","BETPAP07_HF_05_HC_HP_LF","HF","CL2","HC","LF","HP","BETPAP",46,46
"BETPAP07_HF_06","BETPAP07_HF_06_LC_LP_HF","HF","WS1","LC","HF","LP","BETPAP",49,49
"BETPAP07_HF_07","BETPAP07_HF_07_HC_LP_LF","HF","CS2","HC","LF","LP","BETPAP",46,56
"BETPAP07_HF_08","BETPAP07_HF_08_chill0_HP_HF","HF","WL0","chill0","HF","HP","BETPAP",13,13
"BETPAP07_HF_09","BETPAP07_HF_09_LC_LP_LF","HF","CS1","LC","LF","LP","BETPAP",48,42
"BETPAP07_HF_10","BETPAP07_HF_10_HC_LP_HF","HF","WS2","HC","HF","LP","BETPAP",57,46
"BETPAP07_HF_11","BETPAP07_HF_11_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETPAP",20,20
"BETPAP07_HF_12","BETPAP07_HF_12_LC_HP_HF","HF","WL1","LC","HF","HP","BETPAP",46,41
"BETPAP07_SH_01","BETPAP07_SH_01_LC_HP_LF","SH","CL1","LC","LF","HP","BETPAP",55,55
"BETPAP07_SH_02","BETPAP07_SH_02_HC_LP_LF","SH","CS2","HC","LF","LP","BETPAP",46,46
"BETPAP07_SH_03","BETPAP07_SH_03_chill0_HP_HF","SH","WL0","chill0","HF","HP","BETPAP",18,18
"BETPAP07_SH_04","BETPAP07_SH_04_LC_LP_LF","SH","CS1","LC","LF","LP","BETPAP",48,48
"BETPAP07_SH_05","BETPAP07_SH_05_LC_HP_HF","SH","WL1","LC","HF","HP","BETPAP",46,46
"BETPAP07_SH_06","BETPAP07_SH_06_chill0_LP_LF","SH","CS0","chill0","LF","LP","BETPAP",33,33
"BETPAP07_SH_07","BETPAP07_SH_07_LC_LP_HF","SH","WS1","LC","HF","LP","BETPAP",57,49
"BETPAP07_SH_08","BETPAP07_SH_08_HC_HP_LF","SH","CL2","HC","LF","HP","BETPAP",49,56
"BETPAP07_SH_10","BETPAP07_SH_10_HC_LP_HF","SH","WS2","HC","HF","LP","BETPAP",46,46
"BETPAP07_SH_11","BETPAP07_SH_11_chill0_LP_HF","SH","WS0","chill0","HF","LP","BETPAP",27,27
"BETPAP07_SH_12","BETPAP07_SH_12_chill0_HP_LF","SH","CL0","chill0","LF","HP","BETPAP",32,32
"BETPAP08_SH_01","BETPAP08_SH_01_chill0_LP_LF","SH","CS0","chill0","LF","LP","BETPAP",33,33
"BETPAP08_SH_02","BETPAP08_SH_02_LC_LP_LF","SH","CS1","LC","LF","LP","BETPAP",56,48
"BETPAP08_SH_03","BETPAP08_SH_03_chill0_LP_HF","SH","WS0","chill0","HF","LP","BETPAP",27,27
"BETPAP08_SH_04","BETPAP08_SH_04_HC_LP_HF","SH","WS2","HC","HF","LP","BETPAP",57,46
"BETPAP08_SH_06","BETPAP08_SH_06_LC_LP_HF","SH","WS1","LC","HF","LP","BETPAP",49,49
"BETPAP08_SH_08","BETPAP08_SH_08_HC_HP_HF","SH","WL2","HC","HF","HP","BETPAP",47,47
"BETPAP08_SH_09","BETPAP08_SH_09_LC_HP_LF","SH","CL1","LC","LF","HP","BETPAP",50,55
"BETPAP08_SH_10","BETPAP08_SH_10_HC_LP_LF","SH","CS2","HC","LF","LP","BETPAP",56,56
"BETPAP08_SH_11","BETPAP08_SH_11_HC_HP_LF","SH","CL2","HC","LF","HP","BETPAP",56,56
"BETPAP08_SH_12","BETPAP08_SH_12_LC_HP_HF","SH","WL1","LC","HF","HP","BETPAP",46,71
"BETPAP09_HF_02","BETPAP09_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","BETPAP",21,21
"BETPAP09_HF_03","BETPAP09_HF_03_HC_HP_LF","HF","CL2","HC","LF","HP","BETPAP",46,46
"BETPAP09_HF_04","BETPAP09_HF_04_HC_LP_HF","HF","WS2","HC","HF","LP","BETPAP",46,46
"BETPAP09_HF_05","BETPAP09_HF_05_HC_HP_HF","HF","WL2","HC","HF","HP","BETPAP",47,47
"BETPAP09_HF_06","BETPAP09_HF_06_LC_LP_LF","HF","CS1","LC","LF","LP","BETPAP",42,42
"BETPAP09_HF_07","BETPAP09_HF_07_LC_LP_HF","HF","WS1","LC","HF","LP","BETPAP",49,49
"BETPAP09_HF_08","BETPAP09_HF_08_LC_HP_HF","HF","WL1","LC","HF","HP","BETPAP",41,41
"BETPAP09_HF_09","BETPAP09_HF_09_HC_LP_LF","HF","CS2","HC","LF","LP","BETPAP",46,56
"BETPAP09_HF_10","BETPAP09_HF_10_chill0_HP_HF","HF","WL0","chill0","HF","HP","BETPAP",13,13
"BETPAP09_HF_11","BETPAP09_HF_11_chill0_LP_HF","HF","WS0","chill0","HF","LP","BETPAP",18,18
"BETPAP09_HF_12","BETPAP09_HF_12_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETPAP",20,20
"BETPAP09_SH_01","BETPAP09_SH_01_HC_HP_LF","SH","CL2","HC","LF","HP","BETPAP",49,49
"BETPAP09_SH_02","BETPAP09_SH_02_chill0_HP_HF","SH","WL0","chill0","HF","HP","BETPAP",18,18
"BETPAP09_SH_03","BETPAP09_SH_03_chill0_HP_LF","SH","CL0","chill0","LF","HP","BETPAP",32,20
"BETPAP09_SH_04","BETPAP09_SH_04_HC_LP_LF","SH","CS2","HC","LF","LP","BETPAP",46,56
"BETPAP09_SH_05","BETPAP09_SH_05_LC_LP_LF","SH","CS1","LC","LF","LP","BETPAP",48,48
"BETPAP09_SH_06","BETPAP09_SH_06_LC_HP_LF","SH","CL1","LC","LF","HP","BETPAP",46,55
"BETPAP09_SH_07","BETPAP09_SH_07_HC_HP_HF","SH","WL2","HC","HF","HP","BETPAP",47,47
"BETPAP09_SH_08","BETPAP09_SH_08_chill0_LP_HF","SH","WS0","chill0","HF","LP","BETPAP",18,18
"BETPAP09_SH_09","BETPAP09_SH_09_LC_HP_HF","SH","WL1","LC","HF","HP","BETPAP",46,46
"BETPAP09_SH_10","BETPAP09_SH_10_chill0_LP_LF","SH","CS0","chill0","LF","LP","BETPAP",33,33
"BETPAP09_SH_11","BETPAP09_SH_11_HC_LP_HF","SH","WS2","HC","HF","LP","BETPAP",46,46
"BETPAP09_SH_12","BETPAP09_SH_12_LC_LP_HF","SH","WS1","LC","HF","LP","BETPAP",49,49
"BETPAP10_SH_01","BETPAP10_SH_01_chill0_LP_HF","SH","WS0","chill0","HF","LP","BETPAP",29,29
"BETPAP10_SH_02","BETPAP10_SH_02_chill0_HP_LF","SH","CL0","chill0","LF","HP","BETPAP",32,20
"BETPAP10_SH_04","BETPAP10_SH_04_HC_HP_LF","SH","CL2","HC","LF","HP","BETPAP",49,56
"BETPAP10_SH_05","BETPAP10_SH_05_LC_LP_HF","SH","WS1","LC","HF","LP","BETPAP",49,49
"BETPAP10_SH_06","BETPAP10_SH_06_HC_LP_LF","SH","CS2","HC","LF","LP","BETPAP",46,56
"BETPAP10_SH_07","BETPAP10_SH_07_HC_HP_HF","SH","WL2","HC","HF","HP","BETPAP",47,47
"BETPAP10_SH_08","BETPAP10_SH_08_chill0_HP_HF","SH","WL0","chill0","HF","HP","BETPAP",18,13
"BETPAP10_SH_10","BETPAP10_SH_10_HC_LP_HF","SH","WS2","HC","HF","LP","BETPAP",46,46
"BETPAP10_SH_11","BETPAP10_SH_11_LC_HP_HF","SH","WL1","LC","HF","HP","BETPAP",46,50
"BETPAP10_SH_12","BETPAP10_SH_12_LC_HP_LF","SH","CL1","LC","LF","HP","BETPAP",46,46
"BETPAP13_HF_01","BETPAP13_HF_01_chill0_LP_HF","HF","WS0","chill0","HF","LP","BETPAP",18,18
"BETPAP13_HF_02","BETPAP13_HF_02_LC_LP_LF","HF","CS1","LC","LF","LP","BETPAP",48,48
"BETPAP13_HF_03","BETPAP13_HF_03_chill0_LP_LF","HF","CS0","chill0","LF","LP","BETPAP",21,21
"BETPAP13_HF_05","BETPAP13_HF_05_LC_HP_HF","HF","WL1","LC","HF","HP","BETPAP",46,46
"BETPAP13_HF_06","BETPAP13_HF_06_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETPAP",20,20
"BETPAP13_HF_07","BETPAP13_HF_07_HC_HP_LF","HF","CL2","HC","LF","HP","BETPAP",49,56
"BETPAP13_HF_08","BETPAP13_HF_08_LC_LP_HF","HF","WS1","LC","HF","LP","BETPAP",49,49
"BETPAP13_HF_09","BETPAP13_HF_09_HC_HP_HF","HF","WL2","HC","HF","HP","BETPAP",53,47
"BETPAP13_HF_10","BETPAP13_HF_10_chill0_HP_HF","HF","WL0","chill0","HF","HP","BETPAP",26,26
"BETPAP13_HF_11","BETPAP13_HF_11_HC_LP_HF","HF","WS2","HC","HF","LP","BETPAP",83,83
"BETPAP13_HF_12","BETPAP13_HF_12_LC_HP_LF","HF","CL1","LC","LF","HP","BETPAP",46,46
"BETPAP14_HF_01","BETPAP14_HF_01_LC_HP_LF","HF","CL1","LC","LF","HP","BETPAP",46,46
"BETPAP14_HF_02","BETPAP14_HF_02_chill0_HP_HF","HF","WL0","chill0","HF","HP","BETPAP",26,18
"BETPAP14_HF_03","BETPAP14_HF_03_chill0_LP_HF","HF","WS0","chill0","HF","LP","BETPAP",18,18
"BETPAP14_HF_04","BETPAP14_HF_04_LC_LP_HF","HF","WS1","LC","HF","LP","BETPAP",49,49
"BETPAP14_HF_05","BETPAP14_HF_05_LC_LP_LF","HF","CS1","LC","LF","LP","BETPAP",48,48
"BETPAP14_HF_07","BETPAP14_HF_07_chill0_LP_LF","HF","CS0","chill0","LF","LP","BETPAP",21,21
"BETPAP14_HF_09","BETPAP14_HF_09_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETPAP",20,20
"BETPAP14_HF_11","BETPAP14_HF_11_LC_HP_HF","HF","WL1","LC","HF","HP","BETPAP",46,71
"BETPAP14_HF_12","BETPAP14_HF_12_HC_HP_LF","HF","CL2","HC","LF","HP","BETPAP",49,56
"BETPAP15_HF_01","BETPAP15_HF_01_HC_LP_LF","HF","CS2","HC","LF","LP","BETPAP",46,56
"BETPAP15_HF_07","BETPAP15_HF_07_chill0_LP_LF","HF","CS0","chill0","LF","LP","BETPAP",39,33
"BETPAP15_HF_09","BETPAP15_HF_09_HC_LP_HF","HF","WS2","HC","HF","LP","BETPAP",46,46
"BETPAP15_HF_10","BETPAP15_HF_10_chill0_HP_LF","HF","CL0","chill0","LF","HP","BETPAP",32,32
"BETPAP15_HF_11","BETPAP15_HF_11_HC_HP_LF","HF","CL2","HC","LF","HP","BETPAP",49,46
"BETPAP15_HF_12","BETPAP15_HF_12_LC_HP_LF","HF","CL1","LC","LF","HP","BETPAP",46,46
"CORCOR01_HF_02","CORCOR01_HF_02_chill0_LP_HF","HF","WS0","chill0","HF","LP","CORCOR",27,27
"CORCOR05_SH_01","CORCOR05_SH_01_chill0_LP_LF","SH","CS0","chill0","LF","LP","CORCOR",13,21
"CORCOR05_SH_02","CORCOR05_SH_02_chill0_HP_LF","SH","CL0","chill0","LF","HP","CORCOR",20,20
"CORCOR05_SH_03","CORCOR05_SH_03_chill0_HP_HF","SH","WL0","chill0","HF","HP","CORCOR",6,13
"CORCOR05_SH_04","CORCOR05_SH_04_chill0_LP_HF","SH","WS0","chill0","HF","LP","CORCOR",18,18
"CORCOR06_HF_01","CORCOR06_HF_01_chill0_LP_LF","HF","CS0","chill0","LF","LP","CORCOR",33,33
"CORCOR06_HF_02","CORCOR06_HF_02_chill0_HP_HF","HF","WL0","chill0","HF","HP","CORCOR",13,13
"CORCOR06_HF_03","CORCOR06_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","CORCOR",20,20
"CORCOR06_HF_04","CORCOR06_HF_04_chill0_LP_HF","HF","WS0","chill0","HF","LP","CORCOR",18,18
"CORCOR07_HF_01","CORCOR07_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","CORCOR",18,18
"CORCOR07_HF_02","CORCOR07_HF_02_chill0_HP_LF","HF","CL0","chill0","LF","HP","CORCOR",29,20
"CORCOR07_HF_04","CORCOR07_HF_04_chill0_LP_LF","HF","CS0","chill0","LF","LP","CORCOR",33,33
"CORCOR07_SH_01","CORCOR07_SH_01_chill0_LP_LF","SH","CS0","chill0","LF","LP","CORCOR",13,13
"CORCOR07_SH_02","CORCOR07_SH_02_chill0_HP_HF","SH","WL0","chill0","HF","HP","CORCOR",26,6
"CORCOR07_SH_03","CORCOR07_SH_03_chill0_HP_LF","SH","CL0","chill0","LF","HP","CORCOR",20,20
"CORCOR07_SH_04","CORCOR07_SH_04_chill0_LP_HF","SH","WS0","chill0","HF","LP","CORCOR",27,27
"CORCOR08_HF_02","CORCOR08_HF_02_chill0_HP_LF","HF","CL0","chill0","LF","HP","CORCOR",29,20
"CORCOR08_HF_03","CORCOR08_HF_03_chill0_LP_LF","HF","CS0","chill0","LF","LP","CORCOR",33,33
"CORCOR08_HF_04","CORCOR08_HF_04_chill0_LP_HF","HF","WS0","chill0","HF","LP","CORCOR",27,27
"CORCOR08_SH_01","CORCOR08_SH_01_chill0_HP_HF","SH","WL0","chill0","HF","HP","CORCOR",18,18
"CORCOR08_SH_02","CORCOR08_SH_02_chill0_LP_LF","SH","CS0","chill0","LF","LP","CORCOR",13,13
"CORCOR08_SH_03","CORCOR08_SH_03_chill0_HP_LF","SH","CL0","chill0","LF","HP","CORCOR",20,20
"CORCOR08_SH_04","CORCOR08_SH_04_chill0_LP_HF","SH","WS0","chill0","HF","LP","CORCOR",27,12
"CORCOR09_HF_01","CORCOR09_HF_01_chill0_LP_HF","HF","WS0","chill0","HF","LP","CORCOR",18,18
"CORCOR09_HF_03","CORCOR09_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","CORCOR",32,32
"CORCOR09_HF_04","CORCOR09_HF_04_chill0_LP_LF","HF","CS0","chill0","LF","LP","CORCOR",33,33
"CORCOR09_SH_01","CORCOR09_SH_01_chill0_LP_HF","SH","WS0","chill0","HF","LP","CORCOR",18,18
"CORCOR09_SH_02","CORCOR09_SH_02_chill0_LP_LF","SH","CS0","chill0","LF","LP","CORCOR",21,21
"CORCOR09_SH_03","CORCOR09_SH_03_chill0_HP_LF","SH","CL0","chill0","LF","HP","CORCOR",32,32
"CORCOR09_SH_04","CORCOR09_SH_04_chill0_HP_HF","SH","WL0","chill0","HF","HP","CORCOR",13,6
"CORCOR10_HF_01","CORCOR10_HF_01_chill0_LP_HF","HF","WS0","chill0","HF","LP","CORCOR",27,27
"CORCOR10_HF_02","CORCOR10_HF_02_chill0_HP_LF","HF","CL0","chill0","LF","HP","CORCOR",29,29
"CORCOR10_HF_03","CORCOR10_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","CORCOR",26,26
"CORCOR10_SH_01","CORCOR10_SH_01_chill0_HP_HF","SH","WL0","chill0","HF","HP","CORCOR",18,18
"CORCOR10_SH_02","CORCOR10_SH_02_chill0_LP_LF","SH","CS0","chill0","LF","LP","CORCOR",33,33
"CORCOR10_SH_03","CORCOR10_SH_03_chill0_HP_LF","SH","CL0","chill0","LF","HP","CORCOR",20,20
"CORCOR10_SH_04","CORCOR10_SH_04_chill0_LP_HF","SH","WS0","chill0","HF","LP","CORCOR",26,26
"CORCOR11_SH_01","CORCOR11_SH_01_chill0_HP_LF","SH","CL0","chill0","LF","HP","CORCOR",20,20
"CORCOR11_SH_02","CORCOR11_SH_02_chill0_LP_LF","SH","CS0","chill0","LF","LP","CORCOR",33,33
"CORCOR11_SH_03","CORCOR11_SH_03_chill0_HP_HF","SH","WL0","chill0","HF","HP","CORCOR",18,18
"CORCOR11_SH_04","CORCOR11_SH_04_chill0_LP_HF","SH","WS0","chill0","HF","LP","CORCOR",26,26
"FAGGRA02_SH_01","FAGGRA02_SH_01_chill0_HP_HF","SH","WL0","chill0","HF","HP","FAGGRA",42,42
"FAGGRA02_SH_03","FAGGRA02_SH_03_chill0_HP_LF","SH","CL0","chill0","LF","HP","FAGGRA",43,43
"FAGGRA02_SH_04","FAGGRA02_SH_04_chill0_LP_LF","SH","CS0","chill0","LF","LP","FAGGRA",82,82
"FAGGRA02_SH_05","FAGGRA02_SH_05_LC_LP_HF","SH","WS1","LC","HF","LP","FAGGRA",83,83
"FAGGRA02_SH_06","FAGGRA02_SH_06_LC_LP_LF","SH","CS1","LC","LF","LP","FAGGRA",77,77
"FAGGRA02_SH_07","FAGGRA02_SH_07_LC_HP_HF","SH","WL1","LC","HF","HP","FAGGRA",57,57
"FAGGRA02_SH_09","FAGGRA02_SH_09_HC_LP_LF","SH","CS2","HC","LF","LP","FAGGRA",85,77
"FAGGRA02_SH_10","FAGGRA02_SH_10_LC_HP_LF","SH","CL1","LC","LF","HP","FAGGRA",70,70
"FAGGRA02_SH_11","FAGGRA02_SH_11_HC_HP_LF","SH","CL2","HC","LF","HP","FAGGRA",63,63
"FAGGRA02_SH_12","FAGGRA02_SH_12_HC_HP_HF","SH","WL2","HC","HF","HP","FAGGRA",60,60
"FAGGRA03_HF_01","FAGGRA03_HF_01_LC_HP_HF","HF","WL1","LC","HF","HP","FAGGRA",71,71
"FAGGRA03_HF_03","FAGGRA03_HF_03_chill0_LP_LF","HF","CS0","chill0","LF","LP","FAGGRA",82,82
"FAGGRA03_HF_05","FAGGRA03_HF_05_LC_LP_HF","HF","WS1","LC","HF","LP","FAGGRA",71,71
"FAGGRA03_HF_07","FAGGRA03_HF_07_LC_HP_LF","HF","CL1","LC","LF","HP","FAGGRA",76,76
"FAGGRA03_HF_10","FAGGRA03_HF_10_HC_HP_LF","HF","CL2","HC","LF","HP","FAGGRA",76,76
"FAGGRA03_HF_12","FAGGRA03_HF_12_HC_HP_HF","HF","WL2","HC","HF","HP","FAGGRA",69,69
"FAGGRA04_SH_04","FAGGRA04_SH_04_chill0_LP_LF","SH","CS0","chill0","LF","LP","FAGGRA",68,68
"FAGGRA04_SH_05","FAGGRA04_SH_05_chill0_HP_LF","SH","CL0","chill0","LF","HP","FAGGRA",61,43
"FAGGRA04_SH_07","FAGGRA04_SH_07_HC_HP_HF","SH","WL2","HC","HF","HP","FAGGRA",69,60
"FAGGRA04_SH_08","FAGGRA04_SH_08_HC_HP_LF","SH","CL2","HC","LF","HP","FAGGRA",63,70
"FAGGRA04_SH_10","FAGGRA04_SH_10_LC_HP_LF","SH","CL1","LC","LF","HP","FAGGRA",70,70
"FAGGRA04_SH_12","FAGGRA04_SH_12_LC_HP_HF","SH","WL1","LC","HF","HP","FAGGRA",78,78
"FAGGRA05_SH_01","FAGGRA05_SH_01_chill0_HP_LF","SH","CL0","chill0","LF","HP","FAGGRA",48,48
"FAGGRA05_SH_02","FAGGRA05_SH_02_HC_LP_LF","SH","CS2","HC","LF","LP","FAGGRA",77,77
"FAGGRA05_SH_03","FAGGRA05_SH_03_LC_HP_HF","SH","WL1","LC","HF","HP","FAGGRA",78,78
"FAGGRA05_SH_08","FAGGRA05_SH_08_HC_HP_LF","SH","CL2","HC","LF","HP","FAGGRA",76,76
"FAGGRA05_SH_10","FAGGRA05_SH_10_chill0_LP_LF","SH","CS0","chill0","LF","LP","FAGGRA",82,82
"FAGGRA05_SH_12","FAGGRA05_SH_12_chill0_HP_HF","SH","WL0","chill0","HF","HP","FAGGRA",47,47
"FAGGRA06_SH_02","FAGGRA06_SH_02_LC_LP_LF","SH","CS1","LC","LF","LP","FAGGRA",85,85
"FAGGRA06_SH_03","FAGGRA06_SH_03_HC_HP_HF","SH","WL2","HC","HF","HP","FAGGRA",60,60
"FAGGRA06_SH_04","FAGGRA06_SH_04_chill0_HP_LF","SH","CL0","chill0","LF","HP","FAGGRA",54,74
"FAGGRA06_SH_05","FAGGRA06_SH_05_chill0_HP_HF","SH","WL0","chill0","HF","HP","FAGGRA",39,39
"FAGGRA06_SH_06","FAGGRA06_SH_06_chill0_LP_HF","SH","WS0","chill0","HF","LP","FAGGRA",68,68
"FAGGRA06_SH_08","FAGGRA06_SH_08_LC_LP_HF","SH","WS1","LC","HF","LP","FAGGRA",89,89
"FAGGRA06_SH_09","FAGGRA06_SH_09_LC_HP_LF","SH","CL1","LC","LF","HP","FAGGRA",70,70
"FAGGRA06_SH_10","FAGGRA06_SH_10_chill0_LP_LF","SH","CS0","chill0","LF","LP","FAGGRA",75,75
"FAGGRA06_SH_11","FAGGRA06_SH_11_HC_HP_LF","SH","CL2","HC","LF","HP","FAGGRA",70,70
"FAGGRA06_SH_12","FAGGRA06_SH_12_LC_HP_HF","SH","WL1","LC","HF","HP","FAGGRA",71,71
"FAGGRA07_SH_01","FAGGRA07_SH_01_HC_HP_LF","SH","CL2","HC","LF","HP","FAGGRA",63,70
"FAGGRA07_SH_04","FAGGRA07_SH_04_LC_LP_LF","SH","CS1","LC","LF","LP","FAGGRA",77,85
"FAGGRA07_SH_07","FAGGRA07_SH_07_HC_LP_LF","SH","CS2","HC","LF","LP","FAGGRA",85,85
"FAGGRA07_SH_08","FAGGRA07_SH_08_HC_HP_HF","SH","WL2","HC","HF","HP","FAGGRA",47,47
"FAGGRA07_SH_10","FAGGRA07_SH_10_chill0_HP_LF","SH","CL0","chill0","LF","HP","FAGGRA",29,43
"FAGGRA07_SH_11","FAGGRA07_SH_11_chill0_LP_LF","SH","CS0","chill0","LF","LP","FAGGRA",82,75
"FAGGRA08_SH_06","FAGGRA08_SH_06_LC_HP_LF","SH","CL1","LC","LF","HP","FAGGRA",70,70
"FAGGRA08_SH_07","FAGGRA08_SH_07_HC_HP_LF","SH","CL2","HC","LF","HP","FAGGRA",76,76
"FAGGRA08_SH_09","FAGGRA08_SH_09_chill0_HP_LF","SH","CL0","chill0","LF","HP","FAGGRA",61,68
"FAGGRA08_SH_11","FAGGRA08_SH_11_LC_HP_HF","SH","WL1","LC","HF","HP","FAGGRA",71,71
"FAGGRA08_SH_12","FAGGRA08_SH_12_HC_HP_HF","SH","WL2","HC","HF","HP","FAGGRA",69,69
"FAGGRA09_HF_01","FAGGRA09_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","FAGGRA",39,39
"FAGGRA09_HF_02","FAGGRA09_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","FAGGRA",47,68
"FAGGRA09_HF_03","FAGGRA09_HF_03_HC_LP_HF","HF","WS2","HC","HF","LP","FAGGRA",89,89
"FAGGRA09_HF_04","FAGGRA09_HF_04_LC_LP_LF","HF","CS1","LC","LF","LP","FAGGRA",77,77
