lab2,population,treatment,flask,species,bb,trt
mp.HC.LP.LF.18.symalb.1,mp,HC.LP.LF,18,symalb,30,HC_LP_LF
sm.LC.HP.HF.18.symalb.1,sm,LC.HP.HF,18,symalb,57,LC_HP_HF
mp.LC.LP.LF.18.symalb.1,mp,LC.LP.LF,18,symalb,31,LC_LP_LF
mp.HC.HP.HF.19.symalb.1,mp,HC.HP.HF,19,symalb,10,HC_HP_HF
sm.HC.HP.HF.19.symalb.1,sm,HC.HP.HF,19,symalb,13,HC_HP_HF
mp.HC.HP.LF.19.symalb.1,mp,HC.HP.LF,19,symalb,16,HC_HP_LF
sm.HC.LP.HF.19.symalb.1,sm,HC.LP.HF,19,symalb,10,HC_LP_HF
sm.HC.HP.LF.20.symalb.1,sm,HC.HP.LF,20,symalb,20,HC_HP_LF
mp.HC.LP.HF.21.symalb.1,mp,HC.LP.HF,21,symalb,10,HC_LP_HF
sm.HC.HP.HF.22.symalb.1,sm,HC.HP.HF,22,symalb,13,HC_HP_HF
sm.HC.HP.LF.22.symalb.1,sm,HC.HP.LF,22,symalb,24,HC_HP_LF
mp.HC.HP.HF.23.symalb.1,mp,HC.HP.HF,23,symalb,10,HC_HP_HF
sm.HC.HP.LF.23.symalb.1,sm,HC.HP.LF,23,symalb,27,HC_HP_LF
mp.HC.LP.LF.23.symalb.1,mp,HC.LP.LF,23,symalb,20,HC_LP_LF
mp.HC.LP.LF.23.symalb.2,mp,HC.LP.LF,23,symalb,13,HC_LP_LF
mp.LC.LP.HF.23.symalb.1,mp,LC.LP.HF,23,symalb,15,LC_LP_HF
sm.HC.HP.HF.24.symalb.1,sm,HC.HP.HF,24,symalb,13,HC_HP_HF
sm.HC.LP.LF.24.symalb.1,sm,HC.LP.LF,24,symalb,46,HC_LP_LF
mp.LC.HP.HF.24.symalb.1,mp,LC.HP.HF,24,symalb,40,LC_HP_HF
mp.HC.LP.LF.25.symalb.1,mp,HC.LP.LF,25,symalb,33,HC_LP_LF
mp.LC.HP.HF.25.symalb.1,mp,LC.HP.HF,25,symalb,33,LC_HP_HF
mp.LC.LP.HF.25.symalb.1,mp,LC.LP.HF,25,symalb,19,LC_LP_HF
mp.LC.LP.LF.25.symalb.1,mp,LC.LP.LF,25,symalb,39,LC_LP_LF
sm.HC.LP.LF.26.symalb.1,sm,HC.LP.LF,26,symalb,20,HC_LP_LF
sm.HC.HP.LF.27.symalb.1,sm,HC.HP.LF,27,symalb,20,HC_HP_LF
mp.HC.LP.LF.27.symalb.1,mp,HC.LP.LF,27,symalb,13,HC_LP_LF
sm.HC.LP.LF.27.symalb.1,sm,HC.LP.LF,27,symalb,20,HC_LP_LF
sm.LC.HP.HF.27.symalb.1,sm,LC.HP.HF,27,symalb,22,LC_HP_HF
sm.HC.LP.HF.28.symalb.1,sm,HC.LP.HF,28,symalb,17,HC_LP_HF
mp.LC.HP.HF.29.symalb.1,mp,LC.HP.HF,29,symalb,40,LC_HP_HF
mp.LC.HP.LF.29.symalb.1,mp,LC.HP.LF,29,symalb,75,LC_HP_LF
sm.LC.HP.LF.29.symalb.1,sm,LC.HP.LF,29,symalb,53,LC_HP_LF
mp.LC.LP.LF.29.symalb.1,mp,LC.LP.LF,29,symalb,31,LC_LP_LF
mp.LC.HP.HF.30.symalb.1,mp,LC.HP.HF,30,symalb,33,LC_HP_HF
mp.LC.HP.HF.30.symalb.2,mp,LC.HP.HF,30,symalb,19,LC_HP_HF
sm.LC.LP.HF.30.symalb.1,sm,LC.LP.HF,30,symalb,22,LC_LP_HF
mp.HC.LP.HF.31.symalb.1,mp,HC.LP.HF,31,symalb,16,HC_LP_HF
sm.HC.LP.LF.31.symalb.1,sm,HC.LP.LF,31,symalb,30,HC_LP_LF
mp.LC.HP.LF.31.symalb.1,mp,LC.HP.LF,31,symalb,55,LC_HP_LF
mp.LC.LP.LF.31.symalb.1,mp,LC.LP.LF,31,symalb,60,LC_LP_LF
sm.HC.LP.HF.32.symalb.1,sm,HC.LP.HF,32,symalb,40,HC_LP_HF
mp.HC.LP.LF.32.symalb.1,mp,HC.LP.LF,32,symalb,20,HC_LP_LF
mp.LC.HP.LF.32.symalb.1,mp,LC.HP.LF,32,symalb,66,LC_HP_LF
sm.LC.HP.LF.33.symalb.1,sm,LC.HP.LF,33,symalb,75,LC_HP_LF
sm.HC.HP.LF.34.symalb.1,sm,HC.HP.LF,34,symalb,33,HC_HP_LF
sm.LC.HP.HF.35.symalb.1,sm,LC.HP.HF,35,symalb,53,LC_HP_HF
mp.HC.LP.HF.36.symalb.1,mp,HC.LP.HF,36,symalb,17,HC_LP_HF
mp.LC.LP.LF.36.symalb.1,mp,LC.LP.LF,36,symalb,45,LC_LP_LF
mp.HC.HP.HF.37.symalb.1,mp,HC.HP.HF,37,symalb,13,HC_HP_HF
mp.HC.HP.LF.37.symalb.1,mp,HC.HP.LF,37,symalb,10,HC_HP_LF
mp.LC.LP.LF.38.symalb.1,mp,LC.LP.LF,38,symalb,55,LC_LP_LF
sm.HC.HP.LF.39.symalb.1,sm,HC.HP.LF,39,symalb,19,HC_HP_LF
sm.HC.LP.HF.39.symalb.1,sm,HC.LP.HF,39,symalb,13,HC_LP_HF
sm.HC.LP.LF.39.symalb.1,sm,HC.LP.LF,39,symalb,30,HC_LP_LF
sm.LC.HP.LF.39.symalb.1,sm,LC.HP.LF,39,symalb,75,LC_HP_LF
mp.LC.LP.LF.39.symalb.1,mp,LC.LP.LF,39,symalb,31,LC_LP_LF
sm.HC.HP.HF.40.symalb.1,sm,HC.HP.HF,40,symalb,13,HC_HP_HF
mp.LC.LP.HF.40.symalb.1,mp,LC.LP.HF,40,symalb,63,LC_LP_HF
sm.LC.LP.LF.1.vacmem.1,sm,LC.LP.LF,1,vacmem,43,LC_LP_LF
sm.LC.LP.HF.2.vacmem.1,sm,LC.LP.HF,2,vacmem,15,LC_LP_HF
mp.HC.HP.LF.3.vacmem.1,mp,HC.HP.LF,3,vacmem,20,HC_HP_LF
sm.HC.HP.LF.3.vacmem.1,sm,HC.HP.LF,3,vacmem,20,HC_HP_LF
sm.LC.LP.HF.3.vacmem.1,sm,LC.LP.HF,3,vacmem,22,LC_LP_HF
mp.HC.HP.HF.4.vacmem.1,mp,HC.HP.HF,4,vacmem,16,HC_HP_HF
mp.HC.HP.LF.4.vacmem.1,mp,HC.HP.LF,4,vacmem,20,HC_HP_LF
sm.HC.LP.HF.4.vacmem.1,sm,HC.LP.HF,4,vacmem,17,HC_LP_HF
mp.HC.LP.LF.4.vacmem.1,mp,HC.LP.LF,4,vacmem,20,HC_LP_LF
sm.LC.HP.LF.4.vacmem.1,sm,LC.HP.LF,4,vacmem,33,LC_HP_LF
mp.LC.LP.HF.4.vacmem.1,mp,LC.LP.HF,4,vacmem,19,LC_LP_HF
sm.HC.LP.HF.5.vacmem.1,sm,HC.LP.HF,5,vacmem,17,HC_LP_HF
mp.LC.LP.LF.5.vacmem.1,mp,LC.LP.LF,5,vacmem,43,LC_LP_LF
sm.LC.HP.HF.6.vacmem.1,sm,LC.HP.HF,6,vacmem,19,LC_HP_HF
mp.LC.LP.LF.6.vacmem.1,mp,LC.LP.LF,6,vacmem,43,LC_LP_LF
sm.HC.HP.HF.7.vacmem.1,sm,HC.HP.HF,7,vacmem,10,HC_HP_HF
mp.HC.HP.LF.7.vacmem.1,mp,HC.HP.LF,7,vacmem,20,HC_HP_LF
sm.HC.HP.LF.7.vacmem.1,sm,HC.HP.LF,7,vacmem,20,HC_HP_LF
mp.HC.LP.HF.7.vacmem.1,mp,HC.LP.HF,7,vacmem,16,HC_LP_HF
mp.HC.LP.LF.7.vacmem.1,mp,HC.LP.LF,7,vacmem,36,HC_LP_LF
mp.LC.HP.LF.7.vacmem.1,mp,LC.HP.LF,7,vacmem,43,LC_HP_LF
sm.LC.HP.LF.7.vacmem.1,sm,LC.HP.LF,7,vacmem,39,LC_HP_LF
sm.HC.LP.HF.8.vacmem.1,sm,HC.LP.HF,8,vacmem,10,HC_LP_HF
sm.HC.LP.LF.8.vacmem.1,sm,HC.LP.LF,8,vacmem,30,HC_LP_LF
sm.LC.LP.LF.8.vacmem.1,sm,LC.LP.LF,8,vacmem,32,LC_LP_LF
mp.HC.HP.HF.9.vacmem.1,mp,HC.HP.HF,9,vacmem,13,HC_HP_HF
sm.LC.HP.HF.9.vacmem.1,sm,LC.HP.HF,9,vacmem,19,LC_HP_HF
sm.LC.HP.HF.9.vacmem.2,sm,LC.HP.HF,9,vacmem,23,LC_HP_HF
mp.LC.LP.HF.9.vacmem.1,mp,LC.LP.HF,9,vacmem,19,LC_LP_HF
mp.HC.LP.HF.10.vacmem.1,mp,HC.LP.HF,10,vacmem,13,HC_LP_HF
sm.HC.LP.HF.10.vacmem.1,sm,HC.LP.HF,10,vacmem,13,HC_LP_HF
sm.LC.LP.HF.10.vacmem.1,sm,LC.LP.HF,10,vacmem,19,LC_LP_HF
mp.HC.HP.HF.11.vacmem.1,mp,HC.HP.HF,11,vacmem,10,HC_HP_HF
mp.LC.HP.HF.11.vacmem.1,mp,LC.HP.HF,11,vacmem,15,LC_HP_HF
sm.LC.HP.HF.11.vacmem.1,sm,LC.HP.HF,11,vacmem,15,LC_HP_HF
mp.LC.HP.LF.11.vacmem.1,mp,LC.HP.LF,11,vacmem,24,LC_HP_LF
mp.HC.LP.HF.12.vacmem.1,mp,HC.LP.HF,12,vacmem,12,HC_LP_HF
mp.HC.LP.HF.13.vacmem.1,mp,HC.LP.HF,13,vacmem,17,HC_LP_HF
mp.LC.HP.HF.13.vacmem.1,mp,LC.HP.HF,13,vacmem,19,LC_HP_HF
sm.LC.LP.LF.13.vacmem.2,sm,LC.LP.LF,13,vacmem,34,LC_LP_LF
sm.HC.LP.LF.14.vacmem.1,sm,HC.LP.LF,14,vacmem,24,HC_LP_LF
mp.HC.LP.LF.15.vacmem.1,mp,HC.LP.LF,15,vacmem,33,HC_LP_LF
sm.HC.HP.LF.16.vacmem.1,sm,HC.HP.LF,16,vacmem,24,HC_HP_LF
sm.LC.HP.HF.16.vacmem.1,sm,LC.HP.HF,16,vacmem,15,LC_HP_HF
mp.LC.HP.LF.16.vacmem.1,mp,LC.HP.LF,16,vacmem,22,LC_HP_LF
sm.LC.LP.HF.16.vacmem.1,sm,LC.LP.HF,16,vacmem,17,LC_LP_HF
sm.HC.HP.LF.17.vacmem.1,sm,HC.HP.LF,17,vacmem,13,HC_HP_LF
mp.LC.LP.HF.17.vacmem.1,mp,LC.LP.HF,17,vacmem,19,LC_LP_HF
sm.HC.HP.LF.18.vacmem.1,sm,HC.HP.LF,18,vacmem,24,HC_HP_LF
mp.LC.LP.HF.18.vacmem.1,mp,LC.LP.HF,18,vacmem,15,LC_LP_HF
sm.LC.LP.LF.18.vacmem.1,sm,LC.LP.LF,18,vacmem,66,LC_LP_LF
mp.HC.HP.HF.19.vacmem.1,mp,HC.HP.HF,19,vacmem,13,HC_HP_HF
mp.HC.HP.HF.19.vacmem.2,mp,HC.HP.HF,19,vacmem,10,HC_HP_HF
sm.HC.HP.HF.20.vacmem.1,sm,HC.HP.HF,20,vacmem,13,HC_HP_HF
sm.HC.HP.HF.20.vacmem.2,sm,HC.HP.HF,20,vacmem,13,HC_HP_HF
mp.LC.LP.LF.20.vacmem.1,mp,LC.LP.LF,20,vacmem,15,LC_LP_LF
sm.HC.HP.HF.21.vacmem.1,sm,HC.HP.HF,21,vacmem,13,HC_HP_HF
mp.HC.LP.LF.21.vacmem.1,mp,HC.LP.LF,21,vacmem,20,HC_LP_LF
sm.HC.LP.LF.21.vacmem.1,sm,HC.LP.LF,21,vacmem,20,HC_LP_LF
sm.HC.HP.LF.22.vacmem.1,sm,HC.HP.LF,22,vacmem,24,HC_HP_LF
mp.LC.HP.LF.22.vacmem.1,mp,LC.HP.LF,22,vacmem,33,LC_HP_LF
mp.LC.LP.LF.22.vacmem.1,mp,LC.LP.LF,22,vacmem,72,LC_LP_LF
mp.HC.LP.HF.23.vacmem.1,mp,HC.LP.HF,23,vacmem,20,HC_LP_HF
mp.LC.HP.HF.23.vacmem.1,mp,LC.HP.HF,23,vacmem,25,LC_HP_HF
sm.LC.LP.HF.23.vacmem.1,sm,LC.LP.HF,23,vacmem,19,LC_LP_HF
sm.HC.HP.HF.24.vacmem.1,sm,HC.HP.HF,24,vacmem,17,HC_HP_HF
mp.LC.HP.HF.24.vacmem.1,mp,LC.HP.HF,24,vacmem,19,LC_HP_HF
mp.LC.LP.HF.24.vacmem.1,mp,LC.LP.HF,24,vacmem,17,LC_LP_HF
sm.LC.LP.HF.24.vacmem.1,sm,LC.LP.HF,24,vacmem,27,LC_LP_HF
mp.LC.LP.LF.24.vacmem.1,mp,LC.LP.LF,24,vacmem,38,LC_LP_LF
sm.LC.HP.LF.26.vacmem.1,sm,LC.HP.LF,26,vacmem,43,LC_HP_LF
mp.HC.HP.HF.27.vacmem.1,mp,HC.HP.HF,27,vacmem,10,HC_HP_HF
sm.HC.HP.HF.27.vacmem.1,sm,HC.HP.HF,27,vacmem,13,HC_HP_HF
mp.HC.HP.LF.27.vacmem.1,mp,HC.HP.LF,27,vacmem,20,HC_HP_LF
sm.HC.LP.LF.27.vacmem.1,sm,HC.LP.LF,27,vacmem,24,HC_LP_LF
sm.LC.HP.LF.27.vacmem.1,sm,LC.HP.LF,27,vacmem,37,LC_HP_LF
sm.HC.HP.HF.28.vacmem.1,sm,HC.HP.HF,28,vacmem,10,HC_HP_HF
mp.LC.HP.HF.28.vacmem.1,mp,LC.HP.HF,28,vacmem,10,LC_HP_HF
sm.LC.HP.LF.29.vacmem.1,sm,LC.HP.LF,29,vacmem,26,LC_HP_LF
sm.LC.HP.LF.29.vacmem.2,sm,LC.HP.LF,29,vacmem,26,LC_HP_LF
mp.LC.LP.LF.29.vacmem.1,mp,LC.LP.LF,29,vacmem,45,LC_LP_LF
mp.HC.HP.LF.30.vacmem.1,mp,HC.HP.LF,30,vacmem,12,HC_HP_LF
sm.LC.HP.HF.30.vacmem.1,sm,LC.HP.HF,30,vacmem,17,LC_HP_HF
mp.HC.LP.LF.31.vacmem.1,mp,HC.LP.LF,31,vacmem,24,HC_LP_LF
mp.LC.HP.HF.31.vacmem.1,mp,LC.HP.HF,31,vacmem,19,LC_HP_HF
mp.LC.HP.HF.31.vacmem.2,mp,LC.HP.HF,31,vacmem,33,LC_HP_HF
mp.HC.HP.HF.32.vacmem.1,mp,HC.HP.HF,32,vacmem,16,HC_HP_HF
sm.HC.HP.HF.32.vacmem.1,sm,HC.HP.HF,32,vacmem,13,HC_HP_HF
sm.HC.HP.LF.32.vacmem.1,sm,HC.HP.LF,32,vacmem,20,HC_HP_LF
mp.HC.LP.LF.32.vacmem.1,mp,HC.LP.LF,32,vacmem,24,HC_LP_LF
mp.LC.LP.HF.32.vacmem.1,mp,LC.LP.HF,32,vacmem,17,LC_LP_HF
sm.LC.LP.LF.32.vacmem.1,sm,LC.LP.LF,32,vacmem,43,LC_LP_LF
mp.LC.HP.HF.33.vacmem.1,mp,LC.HP.HF,33,vacmem,17,LC_HP_HF
mp.LC.LP.HF.33.vacmem.1,mp,LC.LP.HF,33,vacmem,15,LC_LP_HF
mp.HC.LP.LF.34.vacmem.1,mp,HC.LP.LF,34,vacmem,24,HC_LP_LF
mp.LC.LP.LF.34.vacmem.1,mp,LC.LP.LF,34,vacmem,3,LC_LP_LF
mp.HC.HP.LF.35.vacmem.1,mp,HC.HP.LF,35,vacmem,16,HC_HP_LF
mp.HC.LP.LF.35.vacmem.1,mp,HC.LP.LF,35,vacmem,16,HC_LP_LF
sm.HC.LP.LF.35.vacmem.1,sm,HC.LP.LF,35,vacmem,30,HC_LP_LF
mp.LC.HP.LF.35.vacmem.1,mp,LC.HP.LF,35,vacmem,33,LC_HP_LF
sm.LC.LP.LF.36.vacmem.1,sm,LC.LP.LF,36,vacmem,21,LC_LP_LF
sm.HC.LP.HF.37.vacmem.1,sm,HC.LP.HF,37,vacmem,17,HC_LP_HF
sm.HC.LP.HF.37.vacmem.2,sm,HC.LP.HF,37,vacmem,17,HC_LP_HF
sm.HC.LP.HF.37.vacmem.3,sm,HC.LP.HF,37,vacmem,17,HC_LP_HF
mp.LC.HP.LF.37.vacmem.1,mp,LC.HP.LF,37,vacmem,38,LC_HP_LF
mp.HC.HP.HF.38.vacmem.1,mp,HC.HP.HF,38,vacmem,10,HC_HP_HF
mp.HC.HP.LF.38.vacmem.1,mp,HC.HP.LF,38,vacmem,27,HC_HP_LF
sm.HC.LP.LF.38.vacmem.1,sm,HC.LP.LF,38,vacmem,42,HC_LP_LF
sm.HC.LP.HF.39.vacmem.1,sm,HC.LP.HF,39,vacmem,16,HC_LP_HF
sm.HC.LP.LF.39.vacmem.1,sm,HC.LP.LF,39,vacmem,30,HC_LP_LF
sm.LC.HP.HF.39.vacmem.1,sm,LC.HP.HF,39,vacmem,27,LC_HP_HF
sm.LC.HP.LF.40.vacmem.1,sm,LC.HP.LF,40,vacmem,45,LC_HP_LF
sm.HC.HP.HF.1.vibedu.1,sm,HC.HP.HF,1,vibedu,10,HC_HP_HF
sm.HC.LP.HF.1.vibedu.1,sm,HC.LP.HF,1,vibedu,5,HC_LP_HF
sm.LC.LP.LF.1.vibedu.1,sm,LC.LP.LF,1,vibedu,15,LC_LP_LF
sm.HC.HP.HF.2.vibedu.1,sm,HC.HP.HF,2,vibedu,3,HC_HP_HF
mp.HC.LP.HF.2.vibedu.1,mp,HC.LP.HF,2,vibedu,12,HC_LP_HF
mp.LC.HP.LF.2.vibedu.1,mp,LC.HP.LF,2,vibedu,38,LC_HP_LF
mp.LC.LP.LF.2.vibedu.1,mp,LC.LP.LF,2,vibedu,19,LC_LP_LF
mp.LC.HP.LF.3.vibedu.1,mp,LC.HP.LF,3,vibedu,26,LC_HP_LF
mp.LC.LP.HF.3.vibedu.1,mp,LC.LP.HF,3,vibedu,21,LC_LP_HF
sm.HC.LP.LF.5.vibedu.1,sm,HC.LP.LF,5,vibedu,4,HC_LP_LF
sm.LC.HP.HF.5.vibedu.1,sm,LC.HP.HF,5,vibedu,10,LC_HP_HF
sm.HC.HP.HF.6.vibedu.1,sm,HC.HP.HF,6,vibedu,0,HC_HP_HF
sm.HC.HP.HF.6.vibedu.2,sm,HC.HP.HF,6,vibedu,3,HC_HP_HF
sm.HC.HP.LF.6.vibedu.1,sm,HC.HP.LF,6,vibedu,4,HC_HP_LF
sm.HC.LP.HF.6.vibedu.1,sm,HC.LP.HF,6,vibedu,0,HC_LP_HF
sm.HC.LP.HF.6.vibedu.2,sm,HC.LP.HF,6,vibedu,0,HC_LP_HF
mp.LC.HP.HF.7.vibedu.1,mp,LC.HP.HF,7,vibedu,17,LC_HP_HF
mp.HC.HP.LF.8.vibedu.1,mp,HC.HP.LF,8,vibedu,12,HC_HP_LF
sm.HC.LP.HF.8.vibedu.1,sm,HC.LP.HF,8,vibedu,7,HC_LP_HF
mp.LC.HP.HF.9.vibedu.1,mp,LC.HP.HF,9,vibedu,19,LC_HP_HF
sm.LC.LP.LF.9.vibedu.1,sm,LC.LP.LF,9,vibedu,15,LC_LP_LF
sm.HC.HP.LF.10.vibedu.1,sm,HC.HP.LF,10,vibedu,0,HC_HP_LF
sm.HC.HP.LF.11.vibedu.1,sm,HC.HP.LF,11,vibedu,4,HC_HP_LF
mp.HC.LP.HF.11.vibedu.1,mp,HC.LP.HF,11,vibedu,10,HC_LP_HF
sm.HC.LP.HF.11.vibedu.1,sm,HC.LP.HF,11,vibedu,0,HC_LP_HF
sm.LC.LP.LF.11.vibedu.1,sm,LC.LP.LF,11,vibedu,15,LC_LP_LF
mp.HC.LP.HF.12.vibedu.1,mp,HC.LP.HF,12,vibedu,16,HC_LP_HF
mp.HC.LP.LF.12.vibedu.1,mp,HC.LP.LF,12,vibedu,9,HC_LP_LF
sm.LC.HP.LF.12.vibedu.1,sm,LC.HP.LF,12,vibedu,15,LC_HP_LF
mp.HC.LP.LF.13.vibedu.1,mp,HC.LP.LF,13,vibedu,13,HC_LP_LF
sm.HC.LP.LF.13.vibedu.1,sm,HC.LP.LF,13,vibedu,5,HC_LP_LF
sm.HC.LP.HF.14.vibedu.1,sm,HC.LP.HF,14,vibedu,5,HC_LP_HF
mp.LC.HP.HF.14.vibedu.1,mp,LC.HP.HF,14,vibedu,22,LC_HP_HF
mp.LC.LP.HF.14.vibedu.1,mp,LC.LP.HF,14,vibedu,15,LC_LP_HF
sm.HC.HP.LF.15.vibedu.1,sm,HC.HP.LF,15,vibedu,7,HC_HP_LF
mp.LC.HP.LF.15.vibedu.1,mp,LC.HP.LF,15,vibedu,36,LC_HP_LF
mp.LC.LP.HF.15.vibedu.1,mp,LC.LP.HF,15,vibedu,15,LC_LP_HF
mp.HC.HP.LF.16.vibedu.1,mp,HC.HP.LF,16,vibedu,13,HC_HP_LF
sm.HC.LP.LF.16.vibedu.1,sm,HC.LP.LF,16,vibedu,9,HC_LP_LF
mp.LC.HP.LF.16.vibedu.1,mp,LC.HP.LF,16,vibedu,33,LC_HP_LF
sm.LC.HP.LF.16.vibedu.1,sm,LC.HP.LF,16,vibedu,15,LC_HP_LF
sm.LC.LP.LF.16.vibedu.1,sm,LC.LP.LF,16,vibedu,15,LC_LP_LF
sm.HC.HP.HF.17.vibedu.1,sm,HC.HP.HF,17,vibedu,3,HC_HP_HF
mp.HC.LP.HF.17.vibedu.1,mp,HC.LP.HF,17,vibedu,12,HC_LP_HF
mp.LC.HP.HF.17.vibedu.1,mp,LC.HP.HF,17,vibedu,15,LC_HP_HF
sm.LC.HP.HF.17.vibedu.1,sm,LC.HP.HF,17,vibedu,10,LC_HP_HF
sm.LC.HP.LF.17.vibedu.1,sm,LC.HP.LF,17,vibedu,9,LC_HP_LF
sm.LC.LP.HF.17.vibedu.1,sm,LC.LP.HF,17,vibedu,7,LC_LP_HF
mp.HC.HP.HF.18.vibedu.1,mp,HC.HP.HF,18,vibedu,7,HC_HP_HF
mp.HC.LP.LF.18.vibedu.1,mp,HC.LP.LF,18,vibedu,12,HC_LP_LF
mp.LC.LP.HF.18.vibedu.1,mp,LC.LP.HF,18,vibedu,7,LC_LP_HF
sm.LC.LP.HF.18.vibedu.1,sm,LC.LP.HF,18,vibedu,7,LC_LP_HF
mp.LC.LP.LF.18.vibedu.1,mp,LC.LP.LF,18,vibedu,31,LC_LP_LF
mp.HC.HP.LF.19.vibedu.1,mp,HC.HP.LF,19,vibedu,16,HC_HP_LF
sm.HC.LP.LF.19.vibedu.1,sm,HC.LP.LF,19,vibedu,7,HC_LP_LF
mp.LC.HP.LF.19.vibedu.1,mp,LC.HP.LF,19,vibedu,31,LC_HP_LF
mp.LC.HP.LF.19.vibedu.2,mp,LC.HP.LF,19,vibedu,39,LC_HP_LF
mp.LC.HP.LF.20.vibedu.1,mp,LC.HP.LF,20,vibedu,28,LC_HP_LF
mp.HC.HP.HF.21.vibedu.1,mp,HC.HP.HF,21,vibedu,10,HC_HP_HF
mp.HC.HP.LF.21.vibedu.1,mp,HC.HP.LF,21,vibedu,16,HC_HP_LF
sm.HC.HP.LF.21.vibedu.1,sm,HC.HP.LF,21,vibedu,9,HC_HP_LF
mp.HC.LP.LF.21.vibedu.1,mp,HC.LP.LF,21,vibedu,16,HC_LP_LF
sm.HC.LP.LF.21.vibedu.1,sm,HC.LP.LF,21,vibedu,5,HC_LP_LF
mp.LC.LP.LF.21.vibedu.1,mp,LC.LP.LF,21,vibedu,32,LC_LP_LF
sm.LC.LP.HF.22.vibedu.1,sm,LC.LP.HF,22,vibedu,4,LC_LP_HF
sm.LC.HP.LF.23.vibedu.1,sm,LC.HP.LF,23,vibedu,15,LC_HP_LF
mp.HC.HP.HF.24.vibedu.1,mp,HC.HP.HF,24,vibedu,10,HC_HP_HF
mp.HC.HP.LF.24.vibedu.1,mp,HC.HP.LF,24,vibedu,20,HC_HP_LF
mp.HC.LP.HF.24.vibedu.1,mp,HC.LP.HF,24,vibedu,13,HC_LP_HF
sm.HC.LP.HF.24.vibedu.1,sm,HC.LP.HF,24,vibedu,5,HC_LP_HF
sm.LC.HP.LF.24.vibedu.1,sm,LC.HP.LF,24,vibedu,15,LC_HP_LF
sm.HC.HP.LF.25.vibedu.1,sm,HC.HP.LF,25,vibedu,3,HC_HP_LF
sm.HC.LP.LF.25.vibedu.1,sm,HC.LP.LF,25,vibedu,13,HC_LP_LF
mp.LC.LP.LF.25.vibedu.1,mp,LC.LP.LF,25,vibedu,32,LC_LP_LF
mp.HC.HP.HF.26.vibedu.1,mp,HC.HP.HF,26,vibedu,13,HC_HP_HF
mp.LC.HP.HF.26.vibedu.1,mp,LC.HP.HF,26,vibedu,22,LC_HP_HF
mp.LC.HP.HF.26.vibedu.2,mp,LC.HP.HF,26,vibedu,19,LC_HP_HF
mp.LC.LP.HF.26.vibedu.1,mp,LC.LP.HF,26,vibedu,19,LC_LP_HF
mp.LC.LP.LF.26.vibedu.1,mp,LC.LP.LF,26,vibedu,19,LC_LP_LF
mp.HC.LP.HF.27.vibedu.1,mp,HC.LP.HF,27,vibedu,26,HC_LP_HF
mp.LC.LP.HF.27.vibedu.1,mp,LC.LP.HF,27,vibedu,21,LC_LP_HF
sm.LC.LP.HF.27.vibedu.1,sm,LC.LP.HF,27,vibedu,15,LC_LP_HF
sm.LC.LP.LF.27.vibedu.1,sm,LC.LP.LF,27,vibedu,15,LC_LP_LF
sm.HC.HP.HF.28.vibedu.1,sm,HC.HP.HF,28,vibedu,5,HC_HP_HF
sm.LC.LP.HF.28.vibedu.1,sm,LC.LP.HF,28,vibedu,9,LC_LP_HF
mp.HC.HP.HF.29.vibedu.1,mp,HC.HP.HF,29,vibedu,10,HC_HP_HF
sm.HC.HP.LF.29.vibedu.1,sm,HC.HP.LF,29,vibedu,7,HC_HP_LF
sm.HC.LP.HF.29.vibedu.1,sm,HC.LP.HF,29,vibedu,4,HC_LP_HF
mp.HC.LP.LF.29.vibedu.1,mp,HC.LP.LF,29,vibedu,16,HC_LP_LF
mp.HC.LP.LF.29.vibedu.2,mp,HC.LP.LF,29,vibedu,13,HC_LP_LF
mp.LC.LP.HF.29.vibedu.1,mp,LC.LP.HF,29,vibedu,15,LC_LP_HF
mp.LC.LP.LF.29.vibedu.1,mp,LC.LP.LF,29,vibedu,32,LC_LP_LF
sm.HC.HP.HF.30.vibedu.1,sm,HC.HP.HF,30,vibedu,0,HC_HP_HF
sm.LC.LP.LF.30.vibedu.1,sm,LC.LP.LF,30,vibedu,15,LC_LP_LF
mp.HC.HP.HF.32.vibedu.1,mp,HC.HP.HF,32,vibedu,10,HC_HP_HF
mp.HC.LP.HF.32.vibedu.1,mp,HC.LP.HF,32,vibedu,12,HC_LP_HF
sm.LC.HP.LF.32.vibedu.1,sm,LC.HP.LF,32,vibedu,9,LC_HP_LF
mp.LC.LP.LF.32.vibedu.1,mp,LC.LP.LF,32,vibedu,34,LC_LP_LF
mp.HC.HP.LF.33.vibedu.1,mp,HC.HP.LF,33,vibedu,19,HC_HP_LF
mp.HC.LP.LF.33.vibedu.1,mp,HC.LP.LF,33,vibedu,20,HC_LP_LF
sm.LC.HP.HF.33.vibedu.1,sm,LC.HP.HF,33,vibedu,10,LC_HP_HF
sm.HC.HP.HF.34.vibedu.1,sm,HC.HP.HF,34,vibedu,3,HC_HP_HF
mp.HC.LP.LF.34.vibedu.1,mp,HC.LP.LF,34,vibedu,13,HC_LP_LF
sm.HC.LP.LF.34.vibedu.1,sm,HC.LP.LF,34,vibedu,9,HC_LP_LF
sm.LC.HP.HF.34.vibedu.1,sm,LC.HP.HF,34,vibedu,15,LC_HP_HF
mp.LC.HP.HF.35.vibedu.1,mp,LC.HP.HF,35,vibedu,22,LC_HP_HF
