"","X","day","population","indiv","chill","photo","force","flask","species","bbch.t","percent.t","bbch.l","percent.l","bbch2.l","percent2.l","bbch3.l","percent3.l","bbch4.t","percent4.t","lab","dup","ref","lab2"
"2342",29261,0,"sm",NA,"HC","LP","LF",18,"spibet",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_18_spibet",TRUE,"b","sm_HC_LP_LF_18_spibet_b"
"2375",29296,0,"mp","sf","HC","LP","LF",23,"symalb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_23_symalb",TRUE,"b","mp_HC_LP_LF_23_symalb_b"
"2381",29302,0,"mp","10","HC","LP","LF",24,"popbal",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_24_popbal",TRUE,"b","mp_HC_LP_LF_24_popbal_b"
"2415",29338,0,"sm","A","HC","LP","LF",28,"amealn",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_28_amealn",TRUE,"b","sm_HC_LP_LF_28_amealn_b"
"2422",29345,0,"mp","4","HC","LP","LF",29,"vibedu",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_29_vibedu",TRUE,"b","mp_HC_LP_LF_29_vibedu_b"
"2424",29347,0,"sm","4","HC","LP","LF",29,"alninc",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_29_alninc",TRUE,"b","sm_HC_LP_LF_29_alninc_b"
"2426",29349,0,"sm","b","HC","LP","LF",29,"betpap",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_29_betpap",TRUE,"b","sm_HC_LP_LF_29_betpap_b"
"2465",29388,0,"sm","6","HC","LP","LF",34,"alnvir",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_34_alnvir",TRUE,"b","sm_HC_LP_LF_34_alnvir_b"
"2482",29405,0,"sm","9","HC","LP","LF",36,"corsto",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_36_corsto",TRUE,"b","sm_HC_LP_LF_36_corsto_b"
"2493",29417,0,"mp","10","HC","LP","LF",38,"corsto",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_38_corsto",TRUE,"b","mp_HC_LP_LF_38_corsto_b"
"2524",30724,1,"mp",NA,"HC","HP","HF",2,"menfer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_HF_2_menfer",TRUE,"b","mp_HC_HP_HF_2_menfer_b"
"2532",30732,1,"mp","x","HC","HP","HF",3,"spibet",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_HF_3_spibet",TRUE,"b","mp_HC_HP_HF_3_spibet_b"
"2535",30735,1,"sm",NA,"HC","HP","HF",3,"alnvir",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_HF_3_alnvir",TRUE,"b","sm_HC_HP_HF_3_alnvir_b"
"2560",30760,1,"sm","D","HC","HP","HF",6,"vibedu",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_HF_6_vibedu",TRUE,"b","sm_HC_HP_HF_6_vibedu_b"
"2593",30793,1,"mp","5","HC","HP","HF",11,"corsto",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_HF_11_corsto",TRUE,"b","mp_HC_HP_HF_11_corsto_b"
"2597",30797,1,"sm","A","HC","HP","HF",11,"betpap",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_HF_11_betpap",TRUE,"b","sm_HC_HP_HF_11_betpap_b"
"2599",30799,1,"sm","b","HC","HP","HF",11,"poptre",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_HF_11_poptre",TRUE,"b","sm_HC_HP_HF_11_poptre_b"
"2643",30843,1,"mp","5","HC","HP","HF",17,"alninc",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_HF_17_alninc",TRUE,"b","mp_HC_HP_HF_17_alninc_b"
"2647",30847,1,"sm",NA,"HC","HP","HF",17,"rubpar",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_HF_17_rubpar",TRUE,"b","sm_HC_HP_HF_17_rubpar_b"
"2659",30859,1,"mp","ll","HC","HP","HF",19,"vacmem",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_HF_19_vacmem",TRUE,"b","mp_HC_HP_HF_19_vacmem_b"
"2671",30871,1,"sm","oc21","HC","HP","HF",20,"vacmem",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_HF_20_vacmem",TRUE,"b","sm_HC_HP_HF_20_vacmem_b"
"2699",30900,1,"sm","6","HC","HP","HF",24,"alnvir",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_HF_24_alnvir",TRUE,"b","sm_HC_HP_HF_24_alnvir_b"
"2703",30904,1,"mp","10","HC","HP","HF",25,"acegla",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_HF_25_acegla",TRUE,"b","mp_HC_HP_HF_25_acegla_b"
"2715",30916,1,"sm","12","HC","HP","HF",26,"menfer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_HF_26_menfer",TRUE,"b","sm_HC_HP_HF_26_menfer_b"
"2754",30955,1,"mp","6","HC","HP","HF",31,"shecan",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_HF_31_shecan",TRUE,"b","mp_HC_HP_HF_31_shecan_b"
"2758",30959,1,"sm","12","HC","HP","HF",31,"riblac",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_HF_31_riblac",TRUE,"b","sm_HC_HP_HF_31_riblac_b"
"2767",30969,1,"mp","ALL","HC","HP","HF",33,"alninc",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_HF_33_alninc",TRUE,"b","mp_HC_HP_HF_33_alninc_b"
"2793",30996,1,"mp","bski","HC","HP","HF",36,"poptre",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_HF_36_poptre",TRUE,"b","mp_HC_HP_HF_36_poptre_b"
"2821",31024,1,"sm","A2","HC","HP","HF",39,"spibet",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_HF_39_spibet",TRUE,"b","sm_HC_HP_HF_39_spibet_b"
"2833",31036,1,"mp","9","HC","HP","LF",1,"shecan",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_1_shecan",TRUE,"b","mp_HC_HP_LF_1_shecan_b"
"2840",31043,1,"mp","9","HC","HP","LF",2,"rubpar",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_2_rubpar",TRUE,"b","mp_HC_HP_LF_2_rubpar_b"
"2844",31047,1,"sm","3","HC","HP","LF",2,"alninc",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_LF_2_alninc",TRUE,"b","sm_HC_HP_LF_2_alninc_b"
"2864",31069,1,"mp",NA,"HC","HP","LF",5,"symalb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_5_symalb",TRUE,"b","mp_HC_HP_LF_5_symalb_b"
"2872",31077,1,"mp",NA,"HC","HP","LF",6,"rubpar",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_6_rubpar",TRUE,"b","mp_HC_HP_LF_6_rubpar_b"
"2886",31091,1,"mp",NA,"HC","HP","LF",8,"spibet",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_8_spibet",TRUE,"b","mp_HC_HP_LF_8_spibet_b"
"2894",31100,1,"mp","7","HC","HP","LF",9,"samrac",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_9_samrac",TRUE,"b","mp_HC_HP_LF_9_samrac_b"
"2902",31108,1,"mp","6","HC","HP","LF",10,"popbal",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_10_popbal",TRUE,"b","mp_HC_HP_LF_10_popbal_b"
"2930",31137,1,"mp","4","HC","HP","LF",14,"alninc",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_14_alninc",TRUE,"b","mp_HC_HP_LF_14_alninc_b"
"2934",31141,1,"sm","CLA","HC","HP","LF",14,"amealn",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_LF_14_amealn",TRUE,"b","sm_HC_HP_LF_14_amealn_b"
"2951",31158,1,"sm","11","HC","HP","LF",16,"loninv",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_LF_16_loninv",TRUE,"b","sm_HC_HP_LF_16_loninv_b"
"2983",31190,1,"sm","8","HC","HP","LF",20,"popbal",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_LF_20_popbal",TRUE,"b","sm_HC_HP_LF_20_popbal_b"
"2994",31201,1,"mp","10","HC","HP","LF",22,"loninv",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_22_loninv",TRUE,"b","mp_HC_HP_LF_22_loninv_b"
"2998",31205,1,"sm","8","HC","HP","LF",22,"menfer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_LF_22_menfer",TRUE,"b","sm_HC_HP_LF_22_menfer_b"
"3035",31242,1,"mp","wjt","HC","HP","LF",27,"vacmem",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_27_vacmem",TRUE,"b","mp_HC_HP_LF_27_vacmem_b"
"3046",31253,1,"sm","10","HC","HP","LF",28,"loninv",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_LF_28_loninv",TRUE,"b","sm_HC_HP_LF_28_loninv_b"
"3051",31258,1,"mp",NA,"HC","HP","LF",29,"spipyr",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_29_spipyr",TRUE,"b","mp_HC_HP_LF_29_spipyr_b"
"3058",31265,1,"mp","10","HC","HP","LF",30,"riblac",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_30_riblac",TRUE,"b","mp_HC_HP_LF_30_riblac_b"
"3067",31274,1,"mp","10","HC","HP","LF",31,"samrac",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_31_samrac",TRUE,"b","mp_HC_HP_LF_31_samrac_b"
"3087",31294,1,"sm",NA,"HC","HP","LF",33,"symalb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_LF_33_symalb",TRUE,"b","sm_HC_HP_LF_33_symalb_b"
"3096",31304,1,"mp","Atml","HC","HP","LF",35,"loninv",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_35_loninv",TRUE,"b","mp_HC_HP_LF_35_loninv_b"
"3103",31311,1,"mp","9","HC","HP","LF",36,"corsto",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_36_corsto",TRUE,"b","mp_HC_HP_LF_36_corsto_b"
"3109",31317,1,"sm","b30","HC","HP","LF",36,"spipyr",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_LF_36_spipyr",TRUE,"b","sm_HC_HP_LF_36_spipyr_b"
"3125",31333,1,"sm","12","HC","HP","LF",38,"riblac",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_HP_LF_38_riblac",TRUE,"b","sm_HC_HP_LF_38_riblac_b"
"3134",31343,1,"mp","6","HC","HP","LF",40,"acegla",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_40_acegla",TRUE,"b","mp_HC_HP_LF_40_acegla_b"
"3136",31345,1,"mp","6","HC","HP","LF",40,"rhoalb",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_HP_LF_40_rhoalb",TRUE,"b","mp_HC_HP_LF_40_rhoalb_b"
"3163",31373,1,"sm",NA,"HC","LP","HF",3,"sorsco",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_HF_3_sorsco",TRUE,"b","sm_HC_LP_HF_3_sorsco_b"
"3187",31397,1,"sm","6","HC","LP","HF",6,"vibedu",3,100,7,5,3,55,1,40,NA,NA,"sm_HC_LP_HF_6_vibedu",TRUE,"b","sm_HC_LP_HF_6_vibedu_b"
"3215",31425,1,"mp","A","HC","LP","HF",10,"vacmem",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_HF_10_vacmem",TRUE,"b","mp_HC_LP_HF_10_vacmem_b"
"3258",31469,1,"sm","clw","HC","LP","HF",15,"symalb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_HF_15_symalb",TRUE,"b","sm_HC_LP_HF_15_symalb_b"
"3291",31503,1,"mp","4","HC","LP","HF",20,"alninc",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_HF_20_alninc",TRUE,"b","mp_HC_LP_HF_20_alninc_b"
"3304",31516,1,"sm","11","HC","LP","HF",21,"riblac",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_HF_21_riblac",TRUE,"b","sm_HC_LP_HF_21_riblac_b"
"3321",31534,1,"mp",NA,"HC","LP","HF",24,"acegla",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_HF_24_acegla",TRUE,"b","mp_HC_LP_HF_24_acegla_b"
"3362",31575,1,"mp","7","HC","LP","HF",29,"amealn",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_HF_29_amealn",TRUE,"b","mp_HC_LP_HF_29_amealn_b"
"3364",31577,1,"mp","10","HC","LP","HF",29,"menfer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_HF_29_menfer",TRUE,"b","mp_HC_LP_HF_29_menfer_b"
"3374",31587,1,"sm","4","HC","LP","HF",30,"alninc",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_HF_30_alninc",TRUE,"b","sm_HC_LP_HF_30_alninc_b"
"3379",31592,1,"mp","10","HC","LP","HF",31,"shecan",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_HF_31_shecan",TRUE,"b","mp_HC_LP_HF_31_shecan_b"
"3394",31607,1,"mp","9","HC","LP","HF",33,"rubpar",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_HF_33_rubpar",TRUE,"b","mp_HC_LP_HF_33_rubpar_b"
"3401",31614,1,"mp","9","HC","LP","HF",34,"alninc",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_HF_34_alninc",TRUE,"b","mp_HC_LP_HF_34_alninc_b"
"3406",31619,1,"sm","cl","HC","LP","HF",34,"rubpar",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_HF_34_rubpar",TRUE,"b","sm_HC_LP_HF_34_rubpar_b"
"3430",31643,1,"sm","oc25","HC","LP","HF",37,"vacmem",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_HF_37_vacmem",TRUE,"b","sm_HC_LP_HF_37_vacmem_b"
"3431",31644,1,"sm","oc25","HC","LP","HF",37,"vacmem",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_HF_37_vacmem",TRUE,"b","sm_HC_LP_HF_37_vacmem_b"
"3434",31647,1,"mp","Ase","HC","LP","HF",38,"samrac",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_HF_38_samrac",TRUE,"b","mp_HC_LP_HF_38_samrac_b"
"3442",31655,1,"mp","8","HC","LP","HF",39,"popbal",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_HF_39_popbal",TRUE,"b","mp_HC_LP_HF_39_popbal_b"
"3472",31685,1,"mp","13","HC","LP","LF",3,"sorsco",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_3_sorsco",TRUE,"b","mp_HC_LP_LF_3_sorsco_b"
"3486",31700,1,"mp","10","HC","LP","LF",5,"shecan",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_5_shecan",TRUE,"b","mp_HC_LP_LF_5_shecan_b"
"3495",31709,1,"mp","wjt","HC","LP","LF",6,"spipyr",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_6_spipyr",TRUE,"b","mp_HC_LP_LF_6_spipyr_b"
"3498",31712,1,"sm",NA,"HC","LP","LF",6,"sorsco",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_6_sorsco",TRUE,"b","sm_HC_LP_LF_6_sorsco_b"
"3554",31769,1,"mp","7","HC","LP","LF",14,"amealn",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_14_amealn",TRUE,"b","mp_HC_LP_LF_14_amealn_b"
"3579",31794,1,"mp","tml","HC","LP","LF",17,"rubpar",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_17_rubpar",TRUE,"b","mp_HC_LP_LF_17_rubpar_b"
"3583",31798,1,"sm","12","HC","LP","LF",17,"sorsco",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_17_sorsco",TRUE,"b","sm_HC_LP_LF_17_sorsco_b"
"3591",31806,1,"sm",NA,"HC","LP","LF",18,"spibet",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_18_spibet",TRUE,"b","sm_HC_LP_LF_18_spibet_b"
"3624",31841,1,"mp","sf","HC","LP","LF",23,"symalb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_23_symalb",TRUE,"b","mp_HC_LP_LF_23_symalb_b"
"3630",31847,1,"mp","10","HC","LP","LF",24,"popbal",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_24_popbal",TRUE,"b","mp_HC_LP_LF_24_popbal_b"
"3664",31883,1,"sm","A","HC","LP","LF",28,"amealn",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_28_amealn",TRUE,"b","sm_HC_LP_LF_28_amealn_b"
"3671",31890,1,"mp","4","HC","LP","LF",29,"vibedu",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_29_vibedu",TRUE,"b","mp_HC_LP_LF_29_vibedu_b"
"3673",31892,1,"sm","4","HC","LP","LF",29,"alninc",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_29_alninc",TRUE,"b","sm_HC_LP_LF_29_alninc_b"
"3675",31894,1,"sm","b","HC","LP","LF",29,"betpap",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_29_betpap",TRUE,"b","sm_HC_LP_LF_29_betpap_b"
"3714",31933,1,"sm","6","HC","LP","LF",34,"alnvir",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_34_alnvir",TRUE,"b","sm_HC_LP_LF_34_alnvir_b"
"3731",31950,1,"sm","9","HC","LP","LF",36,"corsto",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"sm_HC_LP_LF_36_corsto",TRUE,"b","sm_HC_LP_LF_36_corsto_b"
"3742",31962,1,"mp","10","HC","LP","LF",38,"corsto",0,100,NA,NA,NA,NA,NA,NA,NA,NA,"mp_HC_LP_LF_38_corsto",TRUE,"b","mp_HC_LP_LF_38_corsto_b"
"3790",6405,2,"mp","10","LC","HP","HF",4,"shecan",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_4_shecan",TRUE,"b","mp_LC_HP_HF_4_shecan_b"
"3795",6410,2,"sm",NA,"LC","HP","HF",4,"spibet",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_4_spibet",TRUE,"b","sm_LC_HP_HF_4_spibet_b"
"3817",6432,2,"sm","A branched","LC","HP","HF",7,"corsto",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_7_corsto",TRUE,"b","sm_LC_HP_HF_7_corsto_b"
"3827",6442,2,"sm",NA,"LC","HP","HF",8,"riblac",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_8_riblac",TRUE,"b","sm_LC_HP_HF_8_riblac_b"
"3829",6444,2,"mp",NA,"LC","HP","HF",9,"samrac",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_9_samrac",TRUE,"b","mp_LC_HP_HF_9_samrac_b"
"3835",6450,2,"sm","B","LC","HP","HF",9,"vacmem",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_9_vacmem",TRUE,"b","sm_LC_HP_HF_9_vacmem_b"
"3843",6458,2,"sm",NA,"LC","HP","HF",10,"symalb",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_10_symalb",TRUE,"b","sm_LC_HP_HF_10_symalb_b"
"3901",6516,2,"mp",NA,"LC","HP","HF",18,"spipyr",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_18_spipyr",TRUE,"b","mp_LC_HP_HF_18_spipyr_b"
"3905",6520,2,"sm",NA,"LC","HP","HF",18,"sorsco",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_18_sorsco",TRUE,"b","sm_LC_HP_HF_18_sorsco_b"
"3909",6524,2,"mp","7","LC","HP","HF",19,"alnvir",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_19_alnvir",TRUE,"b","mp_LC_HP_HF_19_alnvir_b"
"3929",6544,2,"sm",NA,"LC","HP","HF",21,"amealn",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_21_amealn",TRUE,"b","sm_LC_HP_HF_21_amealn_b"
"3933",6548,2,"mp","10","LC","HP","HF",22,"alninc",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_22_alninc",TRUE,"b","mp_LC_HP_HF_22_alninc_b"
"3966",6581,2,"mp",NA,"LC","HP","HF",26,"vibedu",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_26_vibedu",TRUE,"b","mp_LC_HP_HF_26_vibedu_b"
"3968",6583,2,"sm","9","LC","HP","HF",26,"acegla",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_26_acegla",TRUE,"b","sm_LC_HP_HF_26_acegla_b"
"3988",6603,2,"mp",NA,"LC","HP","HF",29,"shecan",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_29_shecan",TRUE,"b","mp_LC_HP_HF_29_shecan_b"
"3991",6606,2,"sm",NA,"LC","HP","HF",29,"shecan",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_29_shecan",TRUE,"b","sm_LC_HP_HF_29_shecan_b"
"3996",6611,2,"mp",NA,"LC","HP","HF",30,"symalb",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_30_symalb",TRUE,"b","mp_LC_HP_HF_30_symalb_b"
"4004",6619,2,"mp","B","LC","HP","HF",31,"vacmem",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_31_vacmem",TRUE,"b","mp_LC_HP_HF_31_vacmem_b"
"4013",6628,2,"mp","B","LC","HP","HF",32,"spibet",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_32_spibet",TRUE,"b","mp_LC_HP_HF_32_spibet_b"
"4038",6655,2,"sm","11","LC","HP","HF",35,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_35_menfer",TRUE,"b","sm_LC_HP_HF_35_menfer_b"
"4047",6664,2,"sm","2","LC","HP","HF",36,"vibedu",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_36_vibedu",TRUE,"b","sm_LC_HP_HF_36_vibedu_b"
"4061",6680,2,"sm","B","LC","HP","HF",38,"symalb",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_38_symalb",TRUE,"b","sm_LC_HP_HF_38_symalb_b"
"4105",6724,2,"mp","tml-unbranched","LC","HP","LF",4,"spibet",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_4_spibet",TRUE,"b","mp_LC_HP_LF_4_spibet_b"
"4119",6738,2,"mp","4","LC","HP","LF",6,"alninc",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_6_alninc",TRUE,"b","mp_LC_HP_LF_6_alninc_b"
"4125",6744,2,"sm","cl","LC","HP","LF",6,"rubpar",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_LF_6_rubpar",TRUE,"b","sm_LC_HP_LF_6_rubpar_b"
"4140",6759,2,"sm","3","LC","HP","LF",8,"popbal",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_LF_8_popbal",TRUE,"b","sm_LC_HP_LF_8_popbal_b"
"4153",6772,2,"sm","3b","LC","HP","LF",10,"riblac",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_LF_10_riblac",TRUE,"b","sm_LC_HP_LF_10_riblac_b"
"4164",6783,2,"mp","6","LC","HP","LF",12,"amealn",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_12_amealn",TRUE,"b","mp_LC_HP_LF_12_amealn_b"
"4166",6785,2,"mp","9","LC","HP","LF",12,"sorsco",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_12_sorsco",TRUE,"b","mp_LC_HP_LF_12_sorsco_b"
"4186",6805,2,"sm","cl","LC","HP","LF",14,"rubpar",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_LF_14_rubpar",TRUE,"b","sm_LC_HP_LF_14_rubpar_b"
"4194",6813,2,"sm",NA,"LC","HP","LF",15,"symalb",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_LF_15_symalb",TRUE,"b","sm_LC_HP_LF_15_symalb_b"
"4214",6833,2,"mp","9","LC","HP","LF",18,"samrac",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_18_samrac",TRUE,"b","mp_LC_HP_LF_18_samrac_b"
"4216",6835,2,"sm","9","LC","HP","LF",18,"acegla",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_LF_18_acegla",TRUE,"b","sm_LC_HP_LF_18_acegla_b"
"4222",6841,2,"mp","11","LC","HP","LF",19,"vibedu",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_19_vibedu",TRUE,"b","mp_LC_HP_LF_19_vibedu_b"
"4228",6847,2,"mp","5","LC","HP","LF",20,"corsto",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_20_corsto",TRUE,"b","mp_LC_HP_LF_20_corsto_b"
"4242",6861,2,"mp","3","LC","HP","LF",22,"alnvir",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_22_alnvir",TRUE,"b","mp_LC_HP_LF_22_alnvir_b"
"4261",6880,2,"sm",NA,"LC","HP","LF",24,"sorsco",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_LF_24_sorsco",TRUE,"b","sm_LC_HP_LF_24_sorsco_b"
"4290",6909,2,"mp","2","LC","HP","LF",28,"spipyr",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_28_spipyr",TRUE,"b","mp_LC_HP_LF_28_spipyr_b"
